rx_index,time_ns,softOut,rx_bit,tx_bit
2341,2347885000,42,0,0
2342,2348885000,40,0,0
2343,2349885000,-38,1,1
2344,2350885000,38,0,0
2345,2351885000,-40,1,1
2346,2352885000,-46,1,1
2347,2353885000,-48,1,1
2348,2354885000,-46,1,1
2349,2355885000,-42,1,1
2350,2356885000,42,0,0
2351,2357885000,46,0,0
2352,2358885000,42,0,0
2353,2359885000,-42,1,1
2354,2360885000,-40,1,1
2355,2361885000,40,0,0
2356,2362885000,-40,1,1
2357,2363885000,-46,1,1
2358,2364885000,-46,1,1
2359,2365885000,-42,1,1
2360,2366885000,42,0,0
2361,2367885000,46,0,0
2362,2368885000,40,0,0
2363,2369885000,-38,1,1
2364,2370885000,38,0,0
2365,2371885000,-40,1,1
2366,2372885000,-40,1,1
2367,2373885000,40,0,0
2368,2374885000,-40,1,1
2369,2375885000,-46,1,1
2370,2376885000,-46,1,1
2371,2377885000,-40,1,1
2372,2378885000,38,0,0
2373,2379885000,-38,1,1
2374,2380885000,40,0,0
2375,2381885000,42,0,0
2376,2382885000,-42,1,1
2377,2383885000,-40,1,1
2378,2384885000,38,0,0
2379,2385885000,-38,1,1
2380,2386885000,40,0,0
2381,2387885000,46,0,0
2382,2388885000,40,0,0
2383,2389885000,-40,1,1
2384,2390885000,40,0,0
2385,2391885000,46,0,0
2386,2392885000,40,0,0
2387,2393885000,-38,1,1
2388,2394885000,38,0,0
2389,2395885000,-40,1,1
2390,2396885000,-46,1,1
2391,2397885000,-46,1,1
2392,2398885000,-42,1,1
2393,2399885000,42,0,0
2394,2400885000,40,0,0
2395,2401885000,-40,1,1
2396,2402885000,40,0,0
2397,2403885000,46,0,0
2398,2404885000,42,0,0
2399,2405885000,-42,1,1
2400,2406885000,-46,1,1
2401,2407885000,-40,1,1
2402,2408885000,40,0,0
2403,2409885000,-40,1,1
2404,2410885000,-40,1,1
2405,2411885000,38,0,0
2406,2412885000,-38,1,1
2407,2413885000,38,0,0
2408,2414885000,-38,1,1
2409,2415885000,38,0,0
2410,2416885000,-38,1,1
2411,2417885000,38,0,0
2412,2418885000,-38,1,1
2413,2419885000,40,0,0
2414,2420885000,46,0,0
2415,2421885000,40,0,0
2416,2422885000,-40,1,1
2417,2423885000,40,0,0
2418,2424885000,46,0,0
2419,2425885000,48,0,0
2420,2426885000,46,0,0
2421,2427885000,40,0,0
2422,2428885000,-38,1,1
2423,2429885000,38,0,0
2424,2430885000,-38,1,1
2425,2431885000,40,0,0
2426,2432885000,46,0,0
2427,2433885000,48,0,0
2428,2434885000,48,0,0
2429,2435885000,48,0,0
2430,2436885000,46,0,0
2431,2437885000,42,0,0
2432,2438885000,-42,1,1
2433,2439885000,-46,1,1
2434,2440885000,-48,1,1
2435,2441885000,-46,1,1
2436,2442885000,-40,1,1
2437,2443885000,38,0,0
2438,2444885000,-38,1,1
2439,2445885000,40,0,0
2440,2446885000,40,0,0
2441,2447885000,-40,1,1
2442,2448885000,40,0,0
2443,2449885000,46,0,0
2444,2450885000,40,0,0
2445,2451885000,-40,1,1
2446,2452885000,40,0,0
2447,2453885000,46,0,0
2448,2454885000,42,0,0
2449,2455885000,-42,1,1
2450,2456885000,-46,1,1
2451,2457885000,-40,1,1
2452,2458885000,38,0,0
2453,2459885000,-38,1,1
2454,2460885000,38,0,0
2455,2461885000,-40,1,1
2456,2462885000,-40,1,1
2457,2463885000,40,0,0
2458,2464885000,-40,1,1
2459,2465885000,-42,1,1
2460,2466885000,42,0,0
2461,2467885000,46,0,0
2462,2468885000,46,0,0
2463,2469885000,40,0,0
2464,2470885000,-40,1,1
2465,2471885000,40,0,0
2466,2472885000,40,0,0
2467,2473885000,-38,1,1
2468,2474885000,38,0,0
2469,2475885000,-38,1,1
2470,2476885000,38,0,0
2471,2477885000,-38,1,1
2472,2478885000,40,0,0
2473,2479885000,42,0,0
2474,2480885000,-42,1,1
2475,2481885000,-42,1,1
2476,2482885000,42,0,0
2477,2483885000,40,0,0
2478,2484885000,-38,1,1
2479,2485885000,38,0,0
2480,2486885000,-40,1,1
2481,2487885000,-42,1,1
2482,2488885000,42,0,0
2483,2489885000,46,0,0
2484,2490885000,46,0,0
2485,2491885000,42,0,0
2486,2492885000,-42,1,1
2487,2493885000,-42,1,1
2488,2494885000,42,0,0
2489,2495885000,42,0,0
2490,2496885000,-42,1,1
2491,2497885000,-42,1,1
2492,2498885000,42,0,0
2493,2499885000,42,0,0
2494,2500885000,-42,1,1
2495,2501885000,-46,1,1
2496,2502885000,-48,1,1
2497,2503885000,-48,1,1
2498,2504885000,-46,1,1
2499,2505885000,-42,1,1
2500,2506885000,42,0,0
2501,2507885000,46,0,0
2502,2508885000,46,0,0
2503,2509885000,40,0,0
2504,2510885000,-38,1,1
2505,2511885000,38,0,0
2506,2512885000,-38,1,1
2507,2513885000,40,0,0
2508,2514885000,40,0,0
2509,2515885000,-40,1,1
2510,2516885000,40,0,0
2511,2517885000,46,0,0
2512,2518885000,42,0,0
2513,2519885000,-42,1,1
2514,2520885000,-42,1,1
2515,2521885000,42,0,0
2516,2522885000,40,0,0
2517,2523885000,-38,1,1
2518,2524885000,38,0,0
2519,2525885000,-38,1,1
2520,2526885000,38,0,0
2521,2527885000,-38,1,1
2522,2528885000,38,0,0
2523,2529885000,-40,1,1
2524,2530885000,-46,1,1
2525,2531885000,-42,1,1
2526,2532885000,42,0,0
2527,2533885000,46,0,0
2528,2534885000,42,0,0
2529,2535885000,-42,1,1
2530,2536885000,-46,1,1
2531,2537885000,-46,1,1
2532,2538885000,-42,1,1
2533,2539885000,42,0,0
2534,2540885000,40,0,0
2535,2541885000,-38,1,1
2536,2542885000,38,0,0
2537,2543885000,-40,1,1
2538,2544885000,-40,1,1
2539,2545885000,40,0,0
2540,2546885000,-40,1,1
2541,2547885000,-46,1,1
2542,2548885000,-48,1,1
2543,2549885000,-46,1,1
2544,2550885000,-40,1,1
2545,2551885000,40,0,0
2546,2552885000,-40,1,1
2547,2553885000,-40,1,1
2548,2554885000,40,0,0
2549,2555885000,-40,1,1
2550,2556885000,-46,1,1
2551,2557885000,-40,1,1
2552,2558885000,38,0,0
2553,2559885000,-38,1,1
2554,2560885000,38,0,0
2555,2561885000,-40,1,1
2556,2562885000,-40,1,1
2557,2563885000,40,0,0
2558,2564885000,-40,1,1
2559,2565885000,-42,1,1
2560,2566885000,42,0,0
2561,2567885000,40,0,0
2562,2568885000,-38,1,1
2563,2569885000,38,0,0
2564,2570885000,-40,1,1
2565,2571885000,-40,1,1
2566,2572885000,40,0,0
2567,2573885000,-40,1,1
2568,2574885000,-40,1,1
2569,2575885000,40,0,0
2570,2576885000,-40,1,1
2571,2577885000,-46,1,1
2572,2578885000,-48,1,1
2573,2579885000,-48,1,1
2574,2580885000,-46,1,1
2575,2581885000,-40,1,1
2576,2582885000,40,0,0
2577,2583885000,-40,1,1
2578,2584885000,-42,1,1
2579,2585885000,42,0,0
2580,2586885000,40,0,0
2581,2587885000,-38,1,1
2582,2588885000,38,0,0
2583,2589885000,-38,1,1
2584,2590885000,40,0,0
2585,2591885000,46,0,0
2586,2592885000,42,0,0
2587,2593885000,-42,1,1
2588,2594885000,-40,1,1
2589,2595885000,40,0,0
2590,2596885000,-40,1,1
2591,2597885000,-42,1,1
2592,2598885000,42,0,0
2593,2599885000,46,0,0
2594,2600885000,42,0,0
2595,2601885000,-42,1,1
2596,2602885000,-42,1,1
2597,2603885000,42,0,0
2598,2604885000,46,0,0
2599,2605885000,46,0,0
2600,2606885000,40,0,0
2601,2607885000,-38,1,1
2602,2608885000,38,0,0
2603,2609885000,-40,1,1
2604,2610885000,-40,1,1
2605,2611885000,40,0,0
2606,2612885000,-40,1,1
2607,2613885000,-40,1,1
2608,2614885000,38,0,0
2609,2615885000,-38,1,1
2610,2616885000,40,0,0
2611,2617885000,40,0,0
2612,2618885000,-38,1,1
2613,2619885000,38,0,0
2614,2620885000,-40,1,1
2615,2621885000,-46,1,1
2616,2622885000,-42,1,1
2617,2623885000,42,0,0
2618,2624885000,42,0,0
2619,2625885000,-42,1,1
2620,2626885000,-46,1,1
2621,2627885000,-42,1,1
2622,2628885000,42,0,0
2623,2629885000,42,0,0
2624,2630885000,-42,1,1
2625,2631885000,-46,1,1
2626,2632885000,-48,1,1
2627,2633885000,-46,1,1
2628,2634885000,-40,1,1
2629,2635885000,38,0,0
2630,2636885000,-38,1,1
2631,2637885000,40,0,0
2632,2638885000,40,0,0
2633,2639885000,-40,1,1
2634,2640885000,40,0,0
2635,2641885000,46,0,0
2636,2642885000,40,0,0
2637,2643885000,-38,1,1
2638,2644885000,38,0,0
2639,2645885000,-38,1,1
2640,2646885000,38,0,0
2641,2647885000,-40,1,1
2642,2648885000,-46,1,1
2643,2649885000,-48,1,1
2644,2650885000,-46,1,1
2645,2651885000,-40,1,1
2646,2652885000,38,0,0
2647,2653885000,-38,1,1
2648,2654885000,38,0,0
2649,2655885000,-40,1,1
2650,2656885000,-46,1,1
2651,2657885000,-48,1,1
2652,2658885000,-46,1,1
2653,2659885000,-42,1,1
2654,2660885000,42,0,0
2655,2661885000,40,0,0
2656,2662885000,-38,1,1
2657,2663885000,38,0,0
2658,2664885000,-40,1,1
2659,2665885000,-46,1,1
2660,2666885000,-40,1,1
2661,2667885000,38,0,0
2662,2668885000,-38,1,1
2663,2669885000,40,0,0
2664,2670885000,46,0,0
2665,2671885000,42,0,0
2666,2672885000,-42,1,1
2667,2673885000,-40,1,1
2668,2674885000,38,0,0
2669,2675885000,-38,1,1
2670,2676885000,40,0,0
2671,2677885000,46,0,0
2672,2678885000,48,0,0
2673,2679885000,48,0,0
2674,2680885000,46,0,0
2675,2681885000,40,0,0
2676,2682885000,-40,1,1
2677,2683885000,40,0,0
2678,2684885000,46,0,0
2679,2685885000,42,0,0
2680,2686885000,-42,1,1
2681,2687885000,-46,1,1
2682,2688885000,-40,1,1
2683,2689885000,38,0,0
2684,2690885000,-38,1,1
2685,2691885000,38,0,0
2686,2692885000,-40,1,1
2687,2693885000,-46,1,1
2688,2694885000,-46,1,1
2689,2695885000,-42,1,1
2690,2696885000,42,0,0
2691,2697885000,40,0,0
2692,2698885000,-40,1,1
2693,2699885000,40,0,0
2694,2700885000,46,0,0
2695,2701885000,42,0,0
2696,2702885000,-42,1,1
2697,2703885000,-46,1,1
2698,2704885000,-48,1,1
2699,2705885000,-48,1,1
2700,2706885000,-46,1,1
2701,2707885000,-40,1,1
2702,2708885000,38,0,0
2703,2709885000,-38,1,1
2704,2710885000,40,0,0
2705,2711885000,46,0,0
2706,2712885000,48,0,0
2707,2713885000,48,0,0
2708,2714885000,46,0,0
2709,2715885000,42,0,0
2710,2716885000,-42,1,1
2711,2717885000,-40,1,1
2712,2718885000,38,0,0
2713,2719885000,-38,1,1
2714,2720885000,38,0,0
2715,2721885000,-38,1,1
2716,2722885000,40,0,0
2717,2723885000,40,0,0
2718,2724885000,-38,1,1
2719,2725885000,38,0,0
2720,2726885000,-38,1,1
2721,2727885000,40,0,0
2722,2728885000,40,0,0
2723,2729885000,-40,1,1
2724,2730885000,40,0,0
2725,2731885000,42,0,0
2726,2732885000,-42,1,1
2727,2733885000,-46,1,1
2728,2734885000,-42,1,1
2729,2735885000,42,0,0
2730,2736885000,46,0,0
2731,2737885000,46,0,0
2732,2738885000,40,0,0
2733,2739885000,-38,1,1
2734,2740885000,38,0,0
2735,2741885000,-40,1,1
2736,2742885000,-40,1,1
2737,2743885000,38,0,0
2738,2744885000,-38,1,1
2739,2745885000,38,0,0
2740,2746885000,-38,1,1
2741,2747885000,40,0,0
2742,2748885000,46,0,0
2743,2749885000,46,0,0
2744,2750885000,40,0,0
2745,2751885000,-40,1,1
2746,2752885000,40,0,0
2747,2753885000,46,0,0
2748,2754885000,42,0,0
2749,2755885000,-42,1,1
2750,2756885000,-42,1,1
2751,2757885000,42,0,0
2752,2758885000,42,0,0
2753,2759885000,-42,1,1
2754,2760885000,-46,1,1
2755,2761885000,-48,1,1
2756,2762885000,-46,1,1
2757,2763885000,-42,1,1
2758,2764885000,42,0,0
2759,2765885000,42,0,0
2760,2766885000,-42,1,1
2761,2767885000,-40,1,1
2762,2768885000,40,0,0
2763,2769885000,-40,1,1
2764,2770885000,-42,1,1
2765,2771885000,42,0,0
2766,2772885000,40,0,0
2767,2773885000,-40,1,1
2768,2774885000,40,0,0
2769,2775885000,40,0,0
2770,2776885000,-38,1,1
2771,2777885000,38,0,0
2772,2778885000,-38,1,1
2773,2779885000,40,0,0
2774,2780885000,42,0,0
2775,2781885000,-42,1,1
2776,2782885000,-46,1,1
2777,2783885000,-42,1,1
2778,2784885000,42,0,0
2779,2785885000,42,0,0
2780,2786885000,-42,1,1
2781,2787885000,-40,1,1
2782,2788885000,40,0,0
2783,2789885000,-40,1,1
2784,2790885000,-46,1,1
2785,2791885000,-42,1,1
2786,2792885000,42,0,0
2787,2793885000,42,0,0
2788,2794885000,-42,1,1
2789,2795885000,-40,1,1
2790,2796885000,40,0,0
2791,2797885000,-40,1,1
2792,2798885000,-46,1,1
2793,2799885000,-46,1,1
2794,2800885000,-42,1,1
2795,2801885000,42,0,0
2796,2802885000,46,0,0
2797,2803885000,46,0,0
2798,2804885000,40,0,0
2799,2805885000,-38,1,1
2800,2806885000,38,0,0
2801,2807885000,-40,1,1
2802,2808885000,-42,1,1
2803,2809885000,42,0,0
2804,2810885000,42,0,0
2805,2811885000,-42,1,1
2806,2812885000,-46,1,1
2807,2813885000,-46,1,1
2808,2814885000,-40,1,1
2809,2815885000,40,0,0
2810,2816885000,-40,1,1
2811,2817885000,-42,1,1
2812,2818885000,42,0,0
2813,2819885000,46,0,0
2814,2820885000,48,0,0
2815,2821885000,48,0,0
2816,2822885000,48,0,0
2817,2823885000,48,0,0
2818,2824885000,48,0,0
2819,2825885000,48,0,0
2820,2826885000,46,0,0
2821,2827885000,40,0,0
2822,2828885000,-38,1,1
2823,2829885000,38,0,0
2824,2830885000,-38,1,1
2825,2831885000,40,0,0
2826,2832885000,42,0,0
2827,2833885000,-42,1,1
2828,2834885000,-46,1,1
2829,2835885000,-48,1,1
2830,2836885000,-46,1,1
2831,2837885000,-40,1,1
2832,2838885000,38,0,0
2833,2839885000,-38,1,1
2834,2840885000,40,0,0
2835,2841885000,42,0,0
2836,2842885000,-42,1,1
2837,2843885000,-46,1,1
2838,2844885000,-48,1,1
2839,2845885000,-46,1,1
2840,2846885000,-40,1,1
2841,2847885000,40,0,0
2842,2848885000,-40,1,1
2843,2849885000,-40,1,1
2844,2850885000,38,0,0
2845,2851885000,-38,1,1
2846,2852885000,38,0,0
2847,2853885000,-38,1,1
2848,2854885000,40,0,0
2849,2855885000,46,0,0
2850,2856885000,42,0,0
2851,2857885000,-42,1,1
2852,2858885000,-42,1,1
2853,2859885000,42,0,0
2854,2860885000,46,0,0
2855,2861885000,42,0,0
2856,2862885000,-42,1,1
2857,2863885000,-40,1,1
2858,2864885000,38,0,0
2859,2865885000,-38,1,1
2860,2866885000,38,0,0
2861,2867885000,-40,1,1
2862,2868885000,-46,1,1
2863,2869885000,-48,1,1
2864,2870885000,-46,1,1
2865,2871885000,-40,1,1
2866,2872885000,38,0,0
2867,2873885000,-38,1,1
2868,2874885000,38,0,0
2869,2875885000,-38,1,1
2870,2876885000,40,0,0
2871,2877885000,46,0,0
2872,2878885000,48,0,0
2873,2879885000,46,0,0
2874,2880885000,40,0,0
2875,2881885000,-40,1,1
2876,2882885000,40,0,0
2877,2883885000,40,0,0
2878,2884885000,-38,1,1
2879,2885885000,38,0,0
2880,2886885000,-40,1,1
2881,2887885000,-46,1,1
2882,2888885000,-40,1,1
2883,2889885000,40,0,0
2884,2890885000,-40,1,1
2885,2891885000,-46,1,1
2886,2892885000,-40,1,1
2887,2893885000,40,0,0
2888,2894885000,-40,1,1
2889,2895885000,-46,1,1
2890,2896885000,-40,1,1
2891,2897885000,38,0,0
2892,2898885000,-38,1,1
2893,2899885000,38,0,0
2894,2900885000,-38,1,1
2895,2901885000,40,0,0
2896,2902885000,42,0,0
2897,2903885000,-42,1,1
2898,2904885000,-42,1,1
2899,2905885000,42,0,0
2900,2906885000,40,0,0
2901,2907885000,-40,1,1
2902,2908885000,40,0,0
2903,2909885000,46,0,0
2904,2910885000,40,0,0
2905,2911885000,-40,1,1
2906,2912885000,40,0,0
2907,2913885000,46,0,0
2908,2914885000,46,0,0
2909,2915885000,42,0,0
2910,2916885000,-42,1,1
2911,2917885000,-46,1,1
2912,2918885000,-42,1,1
2913,2919885000,42,0,0
2914,2920885000,46,0,0
2915,2921885000,48,0,0
2916,2922885000,48,0,0
2917,2923885000,46,0,0
2918,2924885000,40,0,0
2919,2925885000,-40,1,1
2920,2926885000,40,0,0
2921,2927885000,40,0,0
2922,2928885000,-40,1,1
2923,2929885000,40,0,0
2924,2930885000,46,0,0
2925,2931885000,40,0,0
2926,2932885000,-38,1,1
2927,2933885000,38,0,0
2928,2934885000,-38,1,1
2929,2935885000,40,0,0
2930,2936885000,40,0,0
2931,2937885000,-40,1,1
2932,2938885000,40,0,0
2933,2939885000,42,0,0
2934,2940885000,-42,1,1
2935,2941885000,-46,1,1
2936,2942885000,-42,1,1
2937,2943885000,42,0,0
2938,2944885000,46,0,0
2939,2945885000,48,0,0
2940,2946885000,46,0,0
2941,2947885000,40,0,0
2942,2948885000,-38,1,1
2943,2949885000,38,0,0
2944,2950885000,-40,1,1
2945,2951885000,-42,1,1
2946,2952885000,42,0,0
2947,2953885000,42,0,0
2948,2954885000,-42,1,1
2949,2955885000,-46,1,1
2950,2956885000,-48,1,1
2951,2957885000,-48,1,1
2952,2958885000,-46,1,1
2953,2959885000,-42,1,1
2954,2960885000,42,0,0
2955,2961885000,40,0,0
2956,2962885000,-40,1,1
2957,2963885000,40,0,0
2958,2964885000,40,0,0
2959,2965885000,-40,1,1
2960,2966885000,40,0,0
2961,2967885000,40,0,0
2962,2968885000,-38,1,1
2963,2969885000,38,0,0
2964,2970885000,-38,1,1
2965,2971885000,40,0,0
2966,2972885000,46,0,0
2967,2973885000,48,0,0
2968,2974885000,46,0,0
2969,2975885000,40,0,0
2970,2976885000,-40,1,1
2971,2977885000,40,0,0
2972,2978885000,42,0,0
2973,2979885000,-42,1,1
2974,2980885000,-46,1,1
2975,2981885000,-40,1,1
2976,2982885000,38,0,0
2977,2983885000,-38,1,1
2978,2984885000,40,0,0
2979,2985885000,46,0,0
2980,2986885000,48,0,0
2981,2987885000,46,0,0
2982,2988885000,42,0,0
2983,2989885000,-42,1,1
2984,2990885000,-46,1,1
2985,2991885000,-46,1,1
2986,2992885000,-42,1,1
2987,2993885000,42,0,0
2988,2994885000,42,0,0
2989,2995885000,-42,1,1
2990,2996885000,-40,1,1
2991,2997885000,40,0,0
2992,2998885000,-40,1,1
2993,2999885000,-46,1,1
2994,3000885000,-48,1,1
2995,3001885000,-48,1,1
2996,3002885000,-46,1,1
2997,3003885000,-40,1,1
2998,3004885000,40,0,0
2999,3005885000,-40,1,1
3000,3006885000,-46,1,1
3001,3007885000,-40,1,1
3002,3008885000,40,0,0
3003,3009885000,-40,1,1
3004,3010885000,-40,1,1
3005,3011885000,40,0,0
3006,3012885000,-40,1,1
3007,3013885000,-42,1,1
3008,3014885000,42,0,0
3009,3015885000,46,0,0
3010,3016885000,46,0,0
3011,3017885000,42,0,0
3012,3018885000,-42,1,1
3013,3019885000,-46,1,1
3014,3020885000,-46,1,1
3015,3021885000,-40,1,1
3016,3022885000,40,0,0
3017,3023885000,-40,1,1
3018,3024885000,-40,1,1
3019,3025885000,40,0,0
3020,3026885000,-40,1,1
3021,3027885000,-40,1,1
3022,3028885000,38,0,0
3023,3029885000,-38,1,1
3024,3030885000,40,0,0
3025,3031885000,46,0,0
3026,3032885000,46,0,0
3027,3033885000,42,0,0
3028,3034885000,-42,1,1
3029,3035885000,-42,1,1
3030,3036885000,42,0,0
3031,3037885000,46,0,0
3032,3038885000,42,0,0
3033,3039885000,-42,1,1
3034,3040885000,-42,1,1
3035,3041885000,42,0,0
3036,3042885000,40,0,0
3037,3043885000,-40,1,1
3038,3044885000,40,0,0
3039,3045885000,42,0,0
3040,3046885000,-42,1,1
3041,3047885000,-40,1,1
3042,3048885000,40,0,0
3043,3049885000,-40,1,1
3044,3050885000,-46,1,1
3045,3051885000,-46,1,1
3046,3052885000,-42,1,1
3047,3053885000,42,0,0
3048,3054885000,46,0,0
3049,3055885000,42,0,0
3050,3056885000,-42,1,1
3051,3057885000,-42,1,1
3052,3058885000,42,0,0
3053,3059885000,42,0,0
3054,3060885000,-42,1,1
3055,3061885000,-46,1,1
3056,3062885000,-42,1,1
3057,3063885000,42,0,0
3058,3064885000,42,0,0
3059,3065885000,-42,1,1
3060,3066885000,-40,1,1
3061,3067885000,38,0,0
3062,3068885000,-38,1,1
3063,3069885000,40,0,0
3064,3070885000,40,0,0
3065,3071885000,-38,1,1
3066,3072885000,38,0,0
3067,3073885000,-40,1,1
3068,3074885000,-40,1,1
3069,3075885000,40,0,0
3070,3076885000,-40,1,1
3071,3077885000,-46,1,1
3072,3078885000,-40,1,1
3073,3079885000,40,0,0
3074,3080885000,-40,1,1
3075,3081885000,-46,1,1
3076,3082885000,-42,1,1
3077,3083885000,42,0,0
3078,3084885000,40,0,0
3079,3085885000,-40,1,1
3080,3086885000,40,0,0
3081,3087885000,46,0,0
3082,3088885000,42,0,0
3083,3089885000,-42,1,1
3084,3090885000,-42,1,1
3085,3091885000,42,0,0
3086,3092885000,46,0,0
3087,3093885000,40,0,0
3088,3094885000,-38,1,1
3089,3095885000,38,0,0
3090,3096885000,-40,1,1
3091,3097885000,-42,1,1
3092,3098885000,42,0,0
3093,3099885000,40,0,0
3094,3100885000,-38,1,1
3095,3101885000,38,0,0
3096,3102885000,-40,1,1
3097,3103885000,-46,1,1
3098,3104885000,-46,1,1
3099,3105885000,-42,1,1
3100,3106885000,42,0,0
3101,3107885000,46,0,0
3102,3108885000,46,0,0
3103,3109885000,40,0,0
3104,3110885000,-40,1,1
3105,3111885000,40,0,0
3106,3112885000,42,0,0
3107,3113885000,-42,1,1
3108,3114885000,-40,1,1
3109,3115885000,38,0,0
3110,3116885000,-38,1,1
3111,3117885000,40,0,0
3112,3118885000,46,0,0
3113,3119885000,48,0,0
3114,3120885000,48,0,0
3115,3121885000,48,0,0
3116,3122885000,46,0,0
3117,3123885000,42,0,0
3118,3124885000,-42,1,1
3119,3125885000,-42,1,1
3120,3126885000,42,0,0
3121,3127885000,42,0,0
3122,3128885000,-42,1,1
3123,3129885000,-40,1,1
3124,3130885000,38,0,0
3125,3131885000,-38,1,1
3126,3132885000,40,0,0
3127,3133885000,42,0,0
3128,3134885000,-42,1,1
3129,3135885000,-46,1,1
3130,3136885000,-40,1,1
3131,3137885000,38,0,0
3132,3138885000,-38,1,1
3133,3139885000,40,0,0
3134,3140885000,46,0,0
3135,3141885000,48,0,0
3136,3142885000,48,0,0
3137,3143885000,46,0,0
3138,3144885000,40,0,0
3139,3145885000,-40,1,1
3140,3146885000,40,0,0
3141,3147885000,42,0,0
3142,3148885000,-42,1,1
3143,3149885000,-40,1,1
3144,3150885000,38,0,0
3145,3151885000,-38,1,1
3146,3152885000,38,0,0
3147,3153885000,-40,1,1
3148,3154885000,-40,1,1
3149,3155885000,40,0,0
3150,3156885000,-40,1,1
3151,3157885000,-40,1,1
3152,3158885000,38,0,0
3153,3159885000,-38,1,1
3154,3160885000,40,0,0
3155,3161885000,46,0,0
3156,3162885000,46,0,0
3157,3163885000,42,0,0
3158,3164885000,-42,1,1
3159,3165885000,-46,1,1
3160,3166885000,-46,1,1
3161,3167885000,-40,1,1
3162,3168885000,38,0,0
3163,3169885000,-38,1,1
3164,3170885000,38,0,0
3165,3171885000,-40,1,1
3166,3172885000,-46,1,1
3167,3173885000,-42,1,1
3168,3174885000,42,0,0
3169,3175885000,46,0,0
3170,3176885000,48,0,0
3171,3177885000,48,0,0
3172,3178885000,46,0,0
3173,3179885000,42,0,0
3174,3180885000,-42,1,1
3175,3181885000,-46,1,1
3176,3182885000,-48,1,1
3177,3183885000,-48,1,1
3178,3184885000,-46,1,1
3179,3185885000,-40,1,1
3180,3186885000,38,0,0
3181,3187885000,-38,1,1
3182,3188885000,38,0,0
3183,3189885000,-40,1,1
3184,3190885000,-42,1,1
3185,3191885000,42,0,0
3186,3192885000,42,0,0
3187,3193885000,-42,1,1
3188,3194885000,-46,1,1
3189,3195885000,-48,1,1
3190,3196885000,-46,1,1
3191,3197885000,-42,1,1
3192,3198885000,42,0,0
3193,3199885000,40,0,0
3194,3200885000,-40,1,1
3195,3201885000,40,0,0
3196,3202885000,42,0,0
3197,3203885000,-42,1,1
3198,3204885000,-42,1,1
3199,3205885000,42,0,0
3200,3206885000,46,0,0
3201,3207885000,42,0,0
3202,3208885000,-42,1,1
3203,3209885000,-46,1,1
3204,3210885000,-48,1,1
3205,3211885000,-46,1,1
3206,3212885000,-42,1,1
3207,3213885000,42,0,0
3208,3214885000,42,0,0
3209,3215885000,-42,1,1
3210,3216885000,-42,1,1
3211,3217885000,42,0,0
3212,3218885000,46,0,0
3213,3219885000,40,0,0
3214,3220885000,-40,1,1
3215,3221885000,40,0,0
3216,3222885000,46,0,0
3217,3223885000,46,0,0
3218,3224885000,42,0,0
3219,3225885000,-42,1,1
3220,3226885000,-46,1,1
3221,3227885000,-42,1,1
3222,3228885000,42,0,0
3223,3229885000,46,0,0
3224,3230885000,42,0,0
3225,3231885000,-42,1,1
3226,3232885000,-46,1,1
3227,3233885000,-42,1,1
3228,3234885000,42,0,0
3229,3235885000,46,0,0
3230,3236885000,48,0,0
3231,3237885000,46,0,0
3232,3238885000,40,0,0
3233,3239885000,-38,1,1
3234,3240885000,38,0,0
3235,3241885000,-38,1,1
3236,3242885000,38,0,0
3237,3243885000,-40,1,1
3238,3244885000,-42,1,1
3239,3245885000,42,0,0
3240,3246885000,46,0,0
3241,3247885000,40,0,0
3242,3248885000,-40,1,1
3243,3249885000,40,0,0
3244,3250885000,46,0,0
3245,3251885000,48,0,0
3246,3252885000,48,0,0
3247,3253885000,48,0,0
3248,3254885000,46,0,0
3249,3255885000,40,0,0
3250,3256885000,-40,1,1
3251,3257885000,40,0,0
3252,3258885000,40,0,0
3253,3259885000,-40,1,1
3254,3260885000,40,0,0
3255,3261885000,46,0,0
3256,3262885000,46,0,0
3257,3263885000,40,0,0
3258,3264885000,-38,1,1
3259,3265885000,38,0,0
3260,3266885000,-40,1,1
3261,3267885000,-46,1,1
3262,3268885000,-46,1,1
3263,3269885000,-40,1,1
3264,3270885000,38,0,0
3265,3271885000,-38,1,1
3266,3272885000,38,0,0
3267,3273885000,-40,1,1
3268,3274885000,-46,1,1
3269,3275885000,-40,1,1
3270,3276885000,38,0,0
3271,3277885000,-38,1,1
3272,3278885000,40,0,0
3273,3279885000,42,0,0
3274,3280885000,-42,1,1
3275,3281885000,-40,1,1
3276,3282885000,38,0,0
3277,3283885000,-38,1,1
3278,3284885000,38,0,0
3279,3285885000,-38,1,1
3280,3286885000,38,0,0
3281,3287885000,-38,1,1
3282,3288885000,40,0,0
3283,3289885000,40,0,0
3284,3290885000,-38,1,1
3285,3291885000,38,0,0
3286,3292885000,-38,1,1
3287,3293885000,40,0,0
3288,3294885000,46,0,0
3289,3295885000,46,0,0
3290,3296885000,42,0,0
3291,3297885000,-42,1,1
3292,3298885000,-46,1,1
3293,3299885000,-40,1,1
3294,3300885000,38,0,0
3295,3301885000,-38,1,1
3296,3302885000,40,0,0
3297,3303885000,46,0,0
3298,3304885000,48,0,0
3299,3305885000,46,0,0
3300,3306885000,40,0,0
3301,3307885000,-38,1,1
3302,3308885000,38,0,0
3303,3309885000,-38,1,1
3304,3310885000,40,0,0
