rx_index,time_ns,softOut,rx_bit,tx_bit
16533,16539885000,-46,1,1
16534,16540885000,-40,1,1
16535,16541885000,38,0,0
16536,16542885000,-38,1,1
16537,16543885000,38,0,0
16538,16544885000,-38,1,1
16539,16545885000,40,0,0
16540,16546885000,42,0,0
16541,16547885000,-42,1,1
16542,16548885000,-42,1,1
16543,16549885000,42,0,0
16544,16550885000,40,0,0
16545,16551885000,-40,1,1
16546,16552885000,40,0,0
16547,16553885000,40,0,0
16548,16554885000,-40,1,1
16549,16555885000,40,0,0
16550,16556885000,46,0,0
16551,16557885000,48,0,0
16552,16558885000,46,0,0
16553,16559885000,42,0,0
16554,16560885000,-42,1,1
16555,16561885000,-42,1,1
16556,16562885000,42,0,0
16557,16563885000,46,0,0
16558,16564885000,42,0,0
16559,16565885000,-42,1,1
16560,16566885000,-46,1,1
16561,16567885000,-46,1,1
16562,16568885000,-42,1,1
16563,16569885000,42,0,0
16564,16570885000,40,0,0
16565,16571885000,-40,1,1
16566,16572885000,40,0,0
16567,16573885000,42,0,0
16568,16574885000,-42,1,1
16569,16575885000,-46,1,1
16570,16576885000,-40,1,1
16571,16577885000,40,0,0
16572,16578885000,-40,1,1
16573,16579885000,-46,1,1
16574,16580885000,-48,1,1
16575,16581885000,-48,1,1
16576,16582885000,-46,1,1
16577,16583885000,-42,1,1
16578,16584885000,42,0,0
16579,16585885000,40,0,0
16580,16586885000,-38,1,1
16581,16587885000,38,0,0
16582,16588885000,-40,1,1
16583,16589885000,-42,1,1
16584,16590885000,42,0,0
16585,16591885000,40,0,0
16586,16592885000,-38,1,1
16587,16593885000,38,0,0
16588,16594885000,-38,1,1
16589,16595885000,38,0,0
16590,16596885000,-38,1,1
16591,16597885000,38,0,0
16592,16598885000,-38,1,1
16593,16599885000,40,0,0
16594,16600885000,42,0,0
16595,16601885000,-42,1,1
16596,16602885000,-40,1,1
16597,16603885000,38,0,0
16598,16604885000,-38,1,1
16599,16605885000,38,0,0
16600,16606885000,-38,1,1
16601,16607885000,38,0,0
16602,16608885000,-40,1,1
16603,16609885000,-46,1,1
16604,16610885000,-48,1,1
16605,16611885000,-46,1,1
16606,16612885000,-42,1,1
16607,16613885000,42,0,0
16608,16614885000,42,0,0
16609,16615885000,-42,1,1
16610,16616885000,-42,1,1
16611,16617885000,42,0,0
16612,16618885000,46,0,0
16613,16619885000,42,0,0
16614,16620885000,-42,1,1
16615,16621885000,-46,1,1
16616,16622885000,-42,1,1
16617,16623885000,42,0,0
16618,16624885000,46,0,0
16619,16625885000,42,0,0
16620,16626885000,-42,1,1
16621,16627885000,-40,1,1
16622,16628885000,38,0,0
16623,16629885000,-38,1,1
16624,16630885000,40,0,0
16625,16631885000,46,0,0
16626,16632885000,46,0,0
16627,16633885000,40,0,0
16628,16634885000,-40,1,1
16629,16635885000,40,0,0
16630,16636885000,46,0,0
16631,16637885000,46,0,0
16632,16638885000,40,0,0
16633,16639885000,-38,1,1
16634,16640885000,38,0,0
16635,16641885000,-40,1,1
16636,16642885000,-46,1,1
16637,16643885000,-40,1,1
16638,16644885000,38,0,0
16639,16645885000,-38,1,1
16640,16646885000,38,0,0
16641,16647885000,-40,1,1
16642,16648885000,-46,1,1
16643,16649885000,-42,1,1
16644,16650885000,42,0,0
16645,16651885000,46,0,0
16646,16652885000,42,0,0
16647,16653885000,-42,1,1
16648,16654885000,-40,1,1
16649,16655885000,38,0,0
16650,16656885000,-38,1,1
16651,16657885000,40,0,0
16652,16658885000,46,0,0
16653,16659885000,42,0,0
16654,16660885000,-42,1,1
16655,16661885000,-46,1,1
16656,16662885000,-48,1,1
16657,16663885000,-46,1,1
16658,16664885000,-42,1,1
16659,16665885000,42,0,0
16660,16666885000,46,0,0
16661,16667885000,40,0,0
16662,16668885000,-38,1,1
16663,16669885000,38,0,0
16664,16670885000,-40,1,1
16665,16671885000,-42,1,1
16666,16672885000,42,0,0
16667,16673885000,40,0,0
16668,16674885000,-40,1,1
16669,16675885000,40,0,0
16670,16676885000,40,0,0
16671,16677885000,-38,1,1
16672,16678885000,38,0,0
16673,16679885000,-38,1,1
16674,16680885000,40,0,0
16675,16681885000,46,0,0
16676,16682885000,48,0,0
16677,16683885000,46,0,0
16678,16684885000,42,0,0
16679,16685885000,-42,1,1
16680,16686885000,-46,1,1
16681,16687885000,-42,1,1
16682,16688885000,42,0,0
16683,16689885000,46,0,0
16684,16690885000,42,0,0
16685,16691885000,-42,1,1
16686,16692885000,-46,1,1
16687,16693885000,-40,1,1
16688,16694885000,40,0,0
16689,16695885000,-40,1,1
16690,16696885000,-46,1,1
16691,16697885000,-40,1,1
16692,16698885000,38,0,0
16693,16699885000,-38,1,1
16694,16700885000,40,0,0
16695,16701885000,40,0,0
16696,16702885000,-40,1,1
16697,16703885000,40,0,0
16698,16704885000,40,0,0
16699,16705885000,-40,1,1
16700,16706885000,40,0,0
16701,16707885000,46,0,0
16702,16708885000,40,0,0
16703,16709885000,-40,1,1
16704,16710885000,40,0,0
16705,16711885000,46,0,0
16706,16712885000,40,0,0
16707,16713885000,-40,1,1
16708,16714885000,40,0,0
16709,16715885000,46,0,0
16710,16716885000,46,0,0
16711,16717885000,42,0,0
16712,16718885000,-42,1,1
16713,16719885000,-40,1,1
16714,16720885000,40,0,0
16715,16721885000,-40,1,1
16716,16722885000,-42,1,1
16717,16723885000,42,0,0
16718,16724885000,40,0,0
16719,16725885000,-40,1,1
16720,16726885000,40,0,0
16721,16727885000,46,0,0
16722,16728885000,40,0,0
16723,16729885000,-38,1,1
16724,16730885000,38,0,0
16725,16731885000,-40,1,1
16726,16732885000,-42,1,1
16727,16733885000,42,0,0
16728,16734885000,46,0,0
16729,16735885000,48,0,0
16730,16736885000,48,0,0
16731,16737885000,46,0,0
16732,16738885000,42,0,0
16733,16739885000,-42,1,1
16734,16740885000,-46,1,1
16735,16741885000,-40,1,1
16736,16742885000,40,0,0
16737,16743885000,-40,1,1
16738,16744885000,-46,1,1
16739,16745885000,-46,1,1
16740,16746885000,-40,1,1
16741,16747885000,40,0,0
16742,16748885000,-40,1,1
16743,16749885000,-40,1,1
16744,16750885000,40,0,0
16745,16751885000,-40,1,1
16746,16752885000,-40,1,1
16747,16753885000,38,0,0
16748,16754885000,-38,1,1
16749,16755885000,40,0,0
16750,16756885000,42,0,0
16751,16757885000,-42,1,1
16752,16758885000,-42,1,1
16753,16759885000,42,0,0
16754,16760885000,42,0,0
16755,16761885000,-42,1,1
16756,16762885000,-42,1,1
16757,16763885000,42,0,0
16758,16764885000,40,0,0
16759,16765885000,-38,1,1
16760,16766885000,38,0,0
16761,16767885000,-38,1,1
16762,16768885000,40,0,0
16763,16769885000,46,0,0
16764,16770885000,48,0,0
16765,16771885000,48,0,0
16766,16772885000,48,0,0
16767,16773885000,46,0,0
16768,16774885000,40,0,0
16769,16775885000,-40,1,1
16770,16776885000,40,0,0
16771,16777885000,46,0,0
16772,16778885000,40,0,0
16773,16779885000,-38,1,1
16774,16780885000,38,0,0
16775,16781885000,-40,1,1
16776,16782885000,-46,1,1
16777,16783885000,-48,1,1
16778,16784885000,-48,1,1
16779,16785885000,-46,1,1
16780,16786885000,-40,1,1
16781,16787885000,38,0,0
16782,16788885000,-38,1,1
16783,16789885000,38,0,0
16784,16790885000,-40,1,1
16785,16791885000,-40,1,1
16786,16792885000,38,0,0
16787,16793885000,-38,1,1
16788,16794885000,38,0,0
16789,16795885000,-40,1,1
16790,16796885000,-40,1,1
16791,16797885000,38,0,0
16792,16798885000,-38,1,1
16793,16799885000,40,0,0
16794,16800885000,42,0,0
16795,16801885000,-42,1,1
16796,16802885000,-40,1,1
16797,16803885000,40,0,0
16798,16804885000,-40,1,1
16799,16805885000,-40,1,1
16800,16806885000,40,0,0
16801,16807885000,-40,1,1
16802,16808885000,-46,1,1
16803,16809885000,-42,1,1
16804,16810885000,42,0,0
16805,16811885000,46,0,0
16806,16812885000,48,0,0
16807,16813885000,46,0,0
16808,16814885000,42,0,0
16809,16815885000,-42,1,1
16810,16816885000,-40,1,1
16811,16817885000,40,0,0
16812,16818885000,-40,1,1
16813,16819885000,-42,1,1
16814,16820885000,42,0,0
16815,16821885000,46,0,0
16816,16822885000,48,0,0
16817,16823885000,48,0,0
16818,16824885000,48,0,0
16819,16825885000,46,0,0
16820,16826885000,42,0,0
16821,16827885000,-42,1,1
16822,16828885000,-40,1,1
16823,16829885000,38,0,0
16824,16830885000,-38,1,1
16825,16831885000,40,0,0
16826,16832885000,46,0,0
16827,16833885000,46,0,0
16828,16834885000,40,0,0
16829,16835885000,-38,1,1
16830,16836885000,38,0,0
16831,16837885000,-40,1,1
16832,16838885000,-46,1,1
16833,16839885000,-40,1,1
16834,16840885000,38,0,0
16835,16841885000,-38,1,1
16836,16842885000,38,0,0
16837,16843885000,-40,1,1
16838,16844885000,-46,1,1
16839,16845885000,-42,1,1
16840,16846885000,42,0,0
16841,16847885000,42,0,0
16842,16848885000,-42,1,1
16843,16849885000,-40,1,1
16844,16850885000,40,0,0
16845,16851885000,-40,1,1
16846,16852885000,-46,1,1
16847,16853885000,-42,1,1
16848,16854885000,42,0,0
16849,16855885000,46,0,0
16850,16856885000,42,0,0
16851,16857885000,-42,1,1
16852,16858885000,-40,1,1
16853,16859885000,40,0,0
16854,16860885000,-40,1,1
16855,16861885000,-46,1,1
16856,16862885000,-42,1,1
16857,16863885000,42,0,0
16858,16864885000,42,0,0
16859,16865885000,-42,1,1
16860,16866885000,-46,1,1
16861,16867885000,-42,1,1
16862,16868885000,42,0,0
16863,16869885000,40,0,0
16864,16870885000,-40,1,1
16865,16871885000,40,0,0
16866,16872885000,42,0,0
16867,16873885000,-42,1,1
16868,16874885000,-40,1,1
16869,16875885000,38,0,0
16870,16876885000,-38,1,1
16871,16877885000,40,0,0
16872,16878885000,46,0,0
16873,16879885000,42,0,0
16874,16880885000,-42,1,1
16875,16881885000,-42,1,1
16876,16882885000,42,0,0
16877,16883885000,46,0,0
16878,16884885000,42,0,0
16879,16885885000,-42,1,1
16880,16886885000,-46,1,1
16881,16887885000,-40,1,1
16882,16888885000,38,0,0
16883,16889885000,-38,1,1
16884,16890885000,40,0,0
16885,16891885000,42,0,0
16886,16892885000,-42,1,1
16887,16893885000,-42,1,1
16888,16894885000,42,0,0
16889,16895885000,42,0,0
16890,16896885000,-42,1,1
16891,16897885000,-42,1,1
16892,16898885000,42,0,0
16893,16899885000,46,0,0
16894,16900885000,48,0,0
16895,16901885000,48,0,0
16896,16902885000,48,0,0
16897,16903885000,46,0,0
16898,16904885000,40,0,0
16899,16905885000,-40,1,1
16900,16906885000,40,0,0
16901,16907885000,42,0,0
16902,16908885000,-42,1,1
16903,16909885000,-46,1,1
16904,16910885000,-42,1,1
16905,16911885000,42,0,0
16906,16912885000,40,0,0
16907,16913885000,-38,1,1
16908,16914885000,38,0,0
16909,16915885000,-40,1,1
16910,16916885000,-46,1,1
16911,16917885000,-42,1,1
16912,16918885000,42,0,0
16913,16919885000,46,0,0
16914,16920885000,42,0,0
16915,16921885000,-42,1,1
16916,16922885000,-40,1,1
16917,16923885000,38,0,0
16918,16924885000,-38,1,1
16919,16925885000,38,0,0
16920,16926885000,-40,1,1
16921,16927885000,-42,1,1
16922,16928885000,42,0,0
16923,16929885000,46,0,0
16924,16930885000,42,0,0
16925,16931885000,-42,1,1
16926,16932885000,-40,1,1
16927,16933885000,38,0,0
16928,16934885000,-38,1,1
16929,16935885000,38,0,0
16930,16936885000,-40,1,1
16931,16937885000,-46,1,1
16932,16938885000,-40,1,1
16933,16939885000,40,0,0
16934,16940885000,-40,1,1
16935,16941885000,-46,1,1
16936,16942885000,-42,1,1
16937,16943885000,42,0,0
16938,16944885000,46,0,0
16939,16945885000,42,0,0
16940,16946885000,-42,1,1
16941,16947885000,-42,1,1
16942,16948885000,42,0,0
16943,16949885000,40,0,0
16944,16950885000,-38,1,1
16945,16951885000,38,0,0
16946,16952885000,-38,1,1
16947,16953885000,40,0,0
16948,16954885000,42,0,0
16949,16955885000,-42,1,1
16950,16956885000,-46,1,1
16951,16957885000,-40,1,1
16952,16958885000,38,0,0
16953,16959885000,-38,1,1
16954,16960885000,40,0,0
16955,16961885000,40,0,0
16956,16962885000,-40,1,1
16957,16963885000,40,0,0
16958,16964885000,40,0,0
16959,16965885000,-40,1,1
16960,16966885000,40,0,0
16961,16967885000,42,0,0
16962,16968885000,-42,1,1
16963,16969885000,-46,1,1
16964,16970885000,-48,1,1
16965,16971885000,-48,1,1
16966,16972885000,-48,1,1
16967,16973885000,-46,1,1
16968,16974885000,-42,1,1
16969,16975885000,42,0,0
16970,16976885000,46,0,0
16971,16977885000,42,0,0
16972,16978885000,-42,1,1
16973,16979885000,-40,1,1
16974,16980885000,40,0,0
16975,16981885000,-40,1,1
16976,16982885000,-46,1,1
16977,16983885000,-46,1,1
16978,16984885000,-40,1,1
16979,16985885000,40,0,0
16980,16986885000,-40,1,1
16981,16987885000,-42,1,1
16982,16988885000,42,0,0
16983,16989885000,40,0,0
16984,16990885000,-38,1,1
16985,16991885000,38,0,0
16986,16992885000,-38,1,1
16987,16993885000,40,0,0
16988,16994885000,42,0,0
16989,16995885000,-42,1,1
16990,16996885000,-42,1,1
16991,16997885000,42,0,0
16992,16998885000,40,0,0
16993,16999885000,-38,1,1
16994,17000885000,38,0,0
16995,17001885000,-38,1,1
16996,17002885000,38,0,0
16997,17003885000,-40,1,1
16998,17004885000,-46,1,1
16999,17005885000,-42,1,1
17000,17006885000,42,0,0
17001,17007885000,42,0,0
17002,17008885000,-42,1,1
17003,17009885000,-46,1,1
17004,17010885000,-40,1,1
17005,17011885000,40,0,0
17006,17012885000,-40,1,1
17007,17013885000,-46,1,1
17008,17014885000,-48,1,1
17009,17015885000,-48,1,1
17010,17016885000,-46,1,1
17011,17017885000,-42,1,1
17012,17018885000,42,0,0
17013,17019885000,40,0,0
17014,17020885000,-40,1,1
17015,17021885000,40,0,0
17016,17022885000,46,0,0
17017,17023885000,46,0,0
17018,17024885000,40,0,0
17019,17025885000,-38,1,1
17020,17026885000,38,0,0
17021,17027885000,-40,1,1
17022,17028885000,-46,1,1
17023,17029885000,-48,1,1
17024,17030885000,-46,1,1
17025,17031885000,-42,1,1
17026,17032885000,42,0,0
17027,17033885000,46,0,0
17028,17034885000,40,0,0
17029,17035885000,-38,1,1
17030,17036885000,38,0,0
17031,17037885000,-38,1,1
17032,17038885000,40,0,0
17033,17039885000,42,0,0
17034,17040885000,-42,1,1
17035,17041885000,-40,1,1
17036,17042885000,40,0,0
17037,17043885000,-40,1,1
17038,17044885000,-42,1,1
17039,17045885000,42,0,0
17040,17046885000,40,0,0
17041,17047885000,-40,1,1
17042,17048885000,40,0,0
17043,17049885000,40,0,0
17044,17050885000,-38,1,1
17045,17051885000,38,0,0
17046,17052885000,-40,1,1
17047,17053885000,-46,1,1
17048,17054885000,-46,1,1
17049,17055885000,-40,1,1
17050,17056885000,40,0,0
17051,17057885000,-40,1,1
17052,17058885000,-46,1,1
17053,17059885000,-40,1,1
17054,17060885000,38,0,0
17055,17061885000,-38,1,1
17056,17062885000,38,0,0
17057,17063885000,-38,1,1
17058,17064885000,38,0,0
17059,17065885000,-40,1,1
17060,17066885000,-42,1,1
17061,17067885000,42,0,0
17062,17068885000,40,0,0
17063,17069885000,-38,1,1
17064,17070885000,38,0,0
17065,17071885000,-38,1,1
17066,17072885000,40,0,0
17067,17073885000,46,0,0
17068,17074885000,48,0,0
17069,17075885000,46,0,0
17070,17076885000,42,0,0
17071,17077885000,-42,1,1
17072,17078885000,-46,1,1
17073,17079885000,-42,1,1
17074,17080885000,42,0,0
17075,17081885000,46,0,0
17076,17082885000,48,0,0
17077,17083885000,48,0,0
17078,17084885000,46,0,0
17079,17085885000,40,0,0
17080,17086885000,-38,1,1
17081,17087885000,38,0,0
17082,17088885000,-40,1,1
17083,17089885000,-40,1,1
17084,17090885000,38,0,0
17085,17091885000,-38,1,1
17086,17092885000,38,0,0
17087,17093885000,-38,1,1
17088,17094885000,40,0,0
17089,17095885000,46,0,0
17090,17096885000,42,0,0
17091,17097885000,-42,1,1
17092,17098885000,-46,1,1
17093,17099885000,-40,1,1
17094,17100885000,40,0,0
17095,17101885000,-40,1,1
17096,17102885000,-46,1,1
17097,17103885000,-48,1,1
17098,17104885000,-46,1,1
17099,17105885000,-40,1,1
17100,17106885000,40,0,0
17101,17107885000,-40,1,1
17102,17108885000,-46,1,1
17103,17109885000,-40,1,1
17104,17110885000,38,0,0
17105,17111885000,-38,1,1
17106,17112885000,38,0,0
17107,17113885000,-38,1,1
17108,17114885000,38,0,0
17109,17115885000,-38,1,1
17110,17116885000,38,0,0
17111,17117885000,-40,1,1
17112,17118885000,-46,1,1
17113,17119885000,-40,1,1
17114,17120885000,40,0,0
17115,17121885000,-40,1,1
17116,17122885000,-46,1,1
17117,17123885000,-40,1,1
17118,17124885000,38,0,0
17119,17125885000,-38,1,1
17120,17126885000,40,0,0
17121,17127885000,46,0,0
17122,17128885000,42,0,0
17123,17129885000,-42,1,1
17124,17130885000,-46,1,1
17125,17131885000,-40,1,1
17126,17132885000,38,0,0
17127,17133885000,-38,1,1
17128,17134885000,38,0,0
17129,17135885000,-40,1,1
17130,17136885000,-46,1,1
17131,17137885000,-46,1,1
17132,17138885000,-42,1,1
17133,17139885000,42,0,0
17134,17140885000,46,0,0
17135,17141885000,40,0,0
17136,17142885000,-40,1,1
17137,17143885000,40,0,0
17138,17144885000,42,0,0
17139,17145885000,-42,1,1
17140,17146885000,-46,1,1
17141,17147885000,-42,1,1
17142,17148885000,42,0,0
17143,17149885000,46,0,0
17144,17150885000,46,0,0
17145,17151885000,42,0,0
17146,17152885000,-42,1,1
17147,17153885000,-46,1,1
17148,17154885000,-46,1,1
17149,17155885000,-42,1,1
17150,17156885000,42,0,0
17151,17157885000,46,0,0
17152,17158885000,46,0,0
17153,17159885000,42,0,0
17154,17160885000,-42,1,1
17155,17161885000,-46,1,1
17156,17162885000,-42,1,1
17157,17163885000,42,0,0
17158,17164885000,40,0,0
17159,17165885000,-40,1,1
17160,17166885000,40,0,0
17161,17167885000,42,0,0
17162,17168885000,-42,1,1
17163,17169885000,-40,1,1
17164,17170885000,38,0,0
17165,17171885000,-38,1,1
17166,17172885000,40,0,0
17167,17173885000,42,0,0
17168,17174885000,-42,1,1
17169,17175885000,-46,1,1
17170,17176885000,-46,1,1
17171,17177885000,-40,1,1
17172,17178885000,38,0,0
17173,17179885000,-38,1,1
17174,17180885000,38,0,0
17175,17181885000,-38,1,1
17176,17182885000,40,0,0
17177,17183885000,46,0,0
17178,17184885000,46,0,0
17179,17185885000,40,0,0
17180,17186885000,-38,1,1
17181,17187885000,38,0,0
17182,17188885000,-38,1,1
17183,17189885000,38,0,0
17184,17190885000,-40,1,1
17185,17191885000,-42,1,1
17186,17192885000,42,0,0
17187,17193885000,42,0,0
17188,17194885000,-42,1,1
17189,17195885000,-46,1,1
17190,17196885000,-48,1,1
17191,17197885000,-48,1,1
17192,17198885000,-46,1,1
17193,17199885000,-42,1,1
17194,17200885000,42,0,0
17195,17201885000,42,0,0
17196,17202885000,-42,1,1
17197,17203885000,-46,1,1
17198,17204885000,-48,1,1
17199,17205885000,-46,1,1
17200,17206885000,-42,1,1
17201,17207885000,42,0,0
17202,17208885000,46,0,0
17203,17209885000,48,0,0
17204,17210885000,46,0,0
17205,17211885000,42,0,0
17206,17212885000,-42,1,1
17207,17213885000,-40,1,1
17208,17214885000,40,0,0
17209,17215885000,-40,1,1
17210,17216885000,-40,1,1
17211,17217885000,40,0,0
17212,17218885000,-40,1,1
17213,17219885000,-46,1,1
17214,17220885000,-48,1,1
17215,17221885000,-46,1,1
17216,17222885000,-40,1,1
17217,17223885000,40,0,0
17218,17224885000,-40,1,1
17219,17225885000,-42,1,1
17220,17226885000,42,0,0
17221,17227885000,40,0,0
17222,17228885000,-40,1,1
17223,17229885000,40,0,0
17224,17230885000,46,0,0
17225,17231885000,42,0,0
17226,17232885000,-42,1,1
17227,17233885000,-40,1,1
17228,17234885000,38,0,0
17229,17235885000,-38,1,1
17230,17236885000,40,0,0
17231,17237885000,46,0,0
17232,17238885000,40,0,0
17233,17239885000,-40,1,1
17234,17240885000,40,0,0
17235,17241885000,46,0,0
17236,17242885000,40,0,0
17237,17243885000,-40,1,1
17238,17244885000,40,0,0
17239,17245885000,42,0,0
17240,17246885000,-42,1,1
17241,17247885000,-40,1,1
17242,17248885000,40,0,0
17243,17249885000,-40,1,1
17244,17250885000,-40,1,1
17245,17251885000,38,0,0
17246,17252885000,-38,1,1
17247,17253885000,38,0,0
17248,17254885000,-38,1,1
17249,17255885000,40,0,0
17250,17256885000,46,0,0
17251,17257885000,40,0,0
17252,17258885000,-40,1,1
17253,17259885000,40,0,0
17254,17260885000,42,0,0
17255,17261885000,-42,1,1
17256,17262885000,-46,1,1
17257,17263885000,-48,1,1
17258,17264885000,-48,1,1
17259,17265885000,-46,1,1
17260,17266885000,-40,1,1
17261,17267885000,38,0,0
17262,17268885000,-38,1,1
17263,17269885000,38,0,0
17264,17270885000,-38,1,1
17265,17271885000,40,0,0
17266,17272885000,42,0,0
17267,17273885000,-42,1,1
17268,17274885000,-40,1,1
17269,17275885000,38,0,0
17270,17276885000,-38,1,1
17271,17277885000,40,0,0
17272,17278885000,42,0,0
17273,17279885000,-42,1,1
17274,17280885000,-46,1,1
17275,17281885000,-46,1,1
17276,17282885000,-42,1,1
17277,17283885000,42,0,0
17278,17284885000,46,0,0
17279,17285885000,42,0,0
17280,17286885000,-42,1,1
17281,17287885000,-46,1,1
17282,17288885000,-48,1,1
17283,17289885000,-48,1,1
17284,17290885000,-46,1,1
17285,17291885000,-40,1,1
17286,17292885000,40,0,0
17287,17293885000,-40,1,1
17288,17294885000,-40,1,1
17289,17295885000,38,0,0
17290,17296885000,-38,1,1
17291,17297885000,38,0,0
17292,17298885000,-40,1,1
17293,17299885000,-46,1,1
17294,17300885000,-40,1,1
17295,17301885000,38,0,0
17296,17302885000,-38,1,1
17297,17303885000,40,0,0
17298,17304885000,42,0,0
17299,17305885000,-42,1,1
17300,17306885000,-42,1,1
17301,17307885000,42,0,0
17302,17308885000,46,0,0
17303,17309885000,40,0,0
17304,17310885000,-40,1,1
17305,17311885000,40,0,0
17306,17312885000,46,0,0
17307,17313885000,48,0,0
17308,17314885000,48,0,0
17309,17315885000,48,0,0
17310,17316885000,46,0,0
17311,17317885000,42,0,0
17312,17318885000,-42,1,1
17313,17319885000,-42,1,1
17314,17320885000,42,0,0
17315,17321885000,42,0,0
17316,17322885000,-42,1,1
17317,17323885000,-46,1,1
17318,17324885000,-48,1,1
17319,17325885000,-48,1,1
17320,17326885000,-46,1,1
17321,17327885000,-42,1,1
17322,17328885000,42,0,0
17323,17329885000,40,0,0
17324,17330885000,-40,1,1
17325,17331885000,40,0,0
17326,17332885000,46,0,0
17327,17333885000,42,0,0
17328,17334885000,-42,1,1
17329,17335885000,-46,1,1
17330,17336885000,-48,1,1
17331,17337885000,-46,1,1
17332,17338885000,-42,1,1
17333,17339885000,42,0,0
17334,17340885000,40,0,0
17335,17341885000,-40,1,1
17336,17342885000,40,0,0
17337,17343885000,40,0,0
17338,17344885000,-40,1,1
17339,17345885000,40,0,0
17340,17346885000,46,0,0
17341,17347885000,48,0,0
17342,17348885000,48,0,0
17343,17349885000,48,0,0
17344,17350885000,48,0,0
17345,17351885000,48,0,0
17346,17352885000,46,0,0
17347,17353885000,42,0,0
17348,17354885000,-42,1,1
17349,17355885000,-46,1,1
17350,17356885000,-48,1,1
17351,17357885000,-46,1,1
17352,17358885000,-40,1,1
17353,17359885000,38,0,0
17354,17360885000,-38,1,1
17355,17361885000,38,0,0
17356,17362885000,-40,1,1
17357,17363885000,-46,1,1
17358,17364885000,-46,1,1
17359,17365885000,-40,1,1
17360,17366885000,38,0,0
17361,17367885000,-38,1,1
17362,17368885000,38,0,0
17363,17369885000,-40,1,1
17364,17370885000,-40,1,1
17365,17371885000,38,0,0
17366,17372885000,-38,1,1
17367,17373885000,40,0,0
17368,17374885000,46,0,0
17369,17375885000,40,0,0
17370,17376885000,-40,1,1
17371,17377885000,40,0,0
17372,17378885000,46,0,0
17373,17379885000,46,0,0
17374,17380885000,40,0,0
17375,17381885000,-38,1,1
17376,17382885000,38,0,0
17377,17383885000,-38,1,1
17378,17384885000,40,0,0
17379,17385885000,40,0,0
17380,17386885000,-38,1,1
17381,17387885000,38,0,0
17382,17388885000,-38,1,1
17383,17389885000,40,0,0
17384,17390885000,40,0,0
17385,17391885000,-38,1,1
17386,17392885000,38,0,0
17387,17393885000,-40,1,1
17388,17394885000,-40,1,1
17389,17395885000,38,0,0
17390,17396885000,-38,1,1
17391,17397885000,38,0,0
17392,17398885000,-38,1,1
17393,17399885000,40,0,0
17394,17400885000,42,0,0
17395,17401885000,-42,1,1
17396,17402885000,-46,1,1
17397,17403885000,-48,1,1
17398,17404885000,-48,1,1
17399,17405885000,-46,1,1
17400,17406885000,-42,1,1
17401,17407885000,42,0,0
17402,17408885000,46,0,0
17403,17409885000,48,0,0
17404,17410885000,46,0,0
17405,17411885000,40,0,0
17406,17412885000,-38,1,1
17407,17413885000,38,0,0
17408,17414885000,-38,1,1
17409,17415885000,38,0,0
17410,17416885000,-38,1,1
17411,17417885000,38,0,0
17412,17418885000,-38,1,1
17413,17419885000,38,0,0
17414,17420885000,-38,1,1
17415,17421885000,38,0,0
17416,17422885000,-38,1,1
17417,17423885000,38,0,0
17418,17424885000,-40,1,1
17419,17425885000,-40,1,1
17420,17426885000,40,0,0
17421,17427885000,-40,1,1
17422,17428885000,-46,1,1
17423,17429885000,-46,1,1
17424,17430885000,-40,1,1
17425,17431885000,38,0,0
17426,17432885000,-38,1,1
17427,17433885000,40,0,0
17428,17434885000,40,0,0
17429,17435885000,-38,1,1
17430,17436885000,38,0,0
17431,17437885000,-38,1,1
17432,17438885000,40,0,0
17433,17439885000,46,0,0
17434,17440885000,42,0,0
17435,17441885000,-42,1,1
17436,17442885000,-46,1,1
17437,17443885000,-40,1,1
17438,17444885000,38,0,0
17439,17445885000,-38,1,1
17440,17446885000,40,0,0
17441,17447885000,42,0,0
17442,17448885000,-42,1,1
17443,17449885000,-42,1,1
17444,17450885000,42,0,0
17445,17451885000,40,0,0
17446,17452885000,-40,1,1
17447,17453885000,40,0,0
17448,17454885000,42,0,0
17449,17455885000,-42,1,1
17450,17456885000,-46,1,1
17451,17457885000,-48,1,1
17452,17458885000,-48,1,1
17453,17459885000,-48,1,1
17454,17460885000,-46,1,1
17455,17461885000,-42,1,1
17456,17462885000,42,0,0
17457,17463885000,46,0,0
17458,17464885000,42,0,0
17459,17465885000,-42,1,1
17460,17466885000,-46,1,1
17461,17467885000,-46,1,1
17462,17468885000,-42,1,1
17463,17469885000,42,0,0
17464,17470885000,46,0,0
17465,17471885000,40,0,0
17466,17472885000,-40,1,1
17467,17473885000,40,0,0
17468,17474885000,46,0,0
17469,17475885000,48,0,0
17470,17476885000,48,0,0
17471,17477885000,48,0,0
17472,17478885000,46,0,0
17473,17479885000,40,0,0
17474,17480885000,-40,1,1
17475,17481885000,40,0,0
17476,17482885000,46,0,0
17477,17483885000,42,0,0
17478,17484885000,-42,1,1
17479,17485885000,-46,1,1
17480,17486885000,-40,1,1
17481,17487885000,40,0,0
17482,17488885000,-40,1,1
17483,17489885000,-42,1,1
17484,17490885000,42,0,0
17485,17491885000,40,0,0
17486,17492885000,-38,1,1
17487,17493885000,38,0,0
17488,17494885000,-38,1,1
17489,17495885000,40,0,0
17490,17496885000,40,0,0
17491,17497885000,-40,1,1
17492,17498885000,40,0,0
17493,17499885000,46,0,0
17494,17500885000,48,0,0
17495,17501885000,48,0,0
