filter,rx_index,time_ps,softOut,rx_bit,tx_bit
legacy,73933,73939885000,-46,1,1
fir,73934,73940835000,-34,1,1
legacy,73934,73940885000,-34,1,1
fir,73935,73941835000,34,0,0
legacy,73935,73941885000,34,0,0
fir,73936,73942835000,-46,1,1
legacy,73936,73942885000,-42,1,1
fir,73937,73943835000,-34,1,1
legacy,73937,73943885000,-36,1,1
fir,73938,73944835000,38,0,0
legacy,73938,73944885000,36,0,0
fir,73939,73945835000,48,0,0
legacy,73939,73945885000,44,0,0
fir,73940,73946835000,46,0,0
legacy,73940,73946885000,42,0,0
fir,73941,73947835000,-40,1,1
legacy,73941,73947885000,-34,1,1
fir,73942,73948835000,42,0,0
legacy,73942,73948885000,36,0,0
fir,73943,73949835000,50,0,0
legacy,73943,73949885000,46,0,0
fir,73944,73950835000,50,0,0
legacy,73944,73950885000,46,0,0
fir,73945,73951835000,50,0,0
legacy,73945,73951885000,46,0,0
fir,73946,73952835000,48,0,0
legacy,73946,73952885000,46,0,0
fir,73947,73953835000,50,0,0
legacy,73947,73953885000,44,0,0
fir,73948,73954835000,44,0,0
legacy,73948,73954885000,42,0,0
fir,73949,73955835000,-48,1,1
legacy,73949,73955885000,-42,1,1
fir,73950,73956835000,-34,1,1
legacy,73950,73956885000,-36,1,1
fir,73951,73957835000,38,0,0
legacy,73951,73957885000,36,0,0
fir,73952,73958835000,50,0,0
legacy,73952,73958885000,46,0,0
fir,73953,73959835000,48,0,0
legacy,73953,73959885000,44,0,0
fir,73954,73960835000,44,0,0
legacy,73954,73960885000,42,0,0
fir,73955,73961835000,-48,1,1
legacy,73955,73961885000,-42,1,1
fir,73956,73962835000,-34,1,1
legacy,73956,73962885000,-34,1,1
fir,73957,73963835000,36,0,0
legacy,73957,73963885000,34,0,0
fir,73958,73964835000,-38,1,1
legacy,73958,73964885000,-32,1,1
fir,73959,73965835000,40,0,0
legacy,73959,73965885000,34,0,0
fir,73960,73966835000,-38,1,1
legacy,73960,73966885000,-34,1,1
fir,73961,73967835000,42,0,0
legacy,73961,73967885000,36,0,0
fir,73962,73968835000,48,0,0
legacy,73962,73968885000,44,0,0
fir,73963,73969835000,46,0,0
legacy,73963,73969885000,42,0,0
fir,73964,73970835000,-38,1,1
legacy,73964,73970885000,-34,1,1
fir,73965,73971835000,42,0,0
legacy,73965,73971885000,36,0,0
fir,73966,73972835000,46,0,0
legacy,73966,73972885000,42,0,0
fir,73967,73973835000,-40,1,1
legacy,73967,73973885000,-34,1,1
fir,73968,73974835000,42,0,0
legacy,73968,73974885000,36,0,0
fir,73969,73975835000,48,0,0
legacy,73969,73975885000,44,0,0
fir,73970,73976835000,46,0,0
legacy,73970,73976885000,42,0,0
fir,73971,73977835000,-40,1,1
legacy,73971,73977885000,-34,1,1
fir,73972,73978835000,42,0,0
legacy,73972,73978885000,36,0,0
fir,73973,73979835000,44,0,0
legacy,73973,73979885000,42,0,0
fir,73974,73980835000,-44,1,1
legacy,73974,73980885000,-42,1,1
fir,73975,73981835000,-44,1,1
legacy,73975,73981885000,-46,1,1
fir,73976,73982835000,-34,1,1
legacy,73976,73982885000,-34,1,1
fir,73977,73983835000,34,0,0
legacy,73977,73983885000,34,0,0
fir,73978,73984835000,-46,1,1
legacy,73978,73984885000,-42,1,1
fir,73979,73985835000,-34,1,1
legacy,73979,73985885000,-34,1,1
fir,73980,73986835000,36,0,0
legacy,73980,73986885000,34,0,0
fir,73981,73987835000,-38,1,1
legacy,73981,73987885000,-32,1,1
fir,73982,73988835000,40,0,0
legacy,73982,73988885000,34,0,0
fir,73983,73989835000,-46,1,1
legacy,73983,73989885000,-42,1,1
fir,73984,73990835000,-34,1,1
legacy,73984,73990885000,-36,1,1
fir,73985,73991835000,38,0,0
legacy,73985,73991885000,36,0,0
fir,73986,73992835000,46,0,0
legacy,73986,73992885000,42,0,0
fir,73987,73993835000,-40,1,1
legacy,73987,73993885000,-34,1,1
fir,73988,73994835000,42,0,0
legacy,73988,73994885000,36,0,0
fir,73989,73995835000,46,0,0
legacy,73989,73995885000,42,0,0
fir,73990,73996835000,-40,1,1
legacy,73990,73996885000,-32,1,1
fir,73991,73997835000,40,0,0
legacy,73991,73997885000,34,0,0
fir,73992,73998835000,-44,1,1
legacy,73992,73998885000,-42,1,1
fir,73993,73999835000,-44,1,1
legacy,73993,73999885000,-46,1,1
fir,73994,74000835000,-34,1,1
legacy,73994,74000885000,-36,1,1
fir,73995,74001835000,36,0,0
legacy,73995,74001885000,36,0,0
fir,73996,74002835000,50,0,0
legacy,73996,74002885000,46,0,0
fir,73997,74003835000,50,0,0
legacy,73997,74003885000,46,0,0
fir,73998,74004835000,48,0,0
legacy,73998,74004885000,44,0,0
fir,73999,74005835000,44,0,0
legacy,73999,74005885000,42,0,0
fir,74000,74006835000,-46,1,1
legacy,74000,74006885000,-42,1,1
fir,74001,74007835000,-34,1,1
legacy,74001,74007885000,-36,1,1
fir,74002,74008835000,38,0,0
legacy,74002,74008885000,36,0,0
fir,74003,74009835000,44,0,0
legacy,74003,74009885000,42,0,0
fir,74004,74010835000,-46,1,1
legacy,74004,74010885000,-42,1,1
fir,74005,74011835000,-34,1,1
legacy,74005,74011885000,-36,1,1
fir,74006,74012835000,38,0,0
legacy,74006,74012885000,36,0,0
fir,74007,74013835000,50,0,0
legacy,74007,74013885000,44,0,0
fir,74008,74014835000,44,0,0
legacy,74008,74014885000,42,0,0
fir,74009,74015835000,-48,1,1
legacy,74009,74015885000,-42,1,1
fir,74010,74016835000,-34,1,1
legacy,74010,74016885000,-34,1,1
fir,74011,74017835000,36,0,0
legacy,74011,74017885000,34,0,0
fir,74012,74018835000,-46,1,1
legacy,74012,74018885000,-42,1,1
fir,74013,74019835000,-34,1,1
legacy,74013,74019885000,-34,1,1
fir,74014,74020835000,36,0,0
legacy,74014,74020885000,34,0,0
fir,74015,74021835000,-44,1,1
legacy,74015,74021885000,-42,1,1
fir,74016,74022835000,-44,1,1
legacy,74016,74022885000,-46,1,1
fir,74017,74023835000,-34,1,1
legacy,74017,74023885000,-36,1,1
fir,74018,74024835000,36,0,0
legacy,74018,74024885000,36,0,0
fir,74019,74025835000,44,0,0
legacy,74019,74025885000,42,0,0
fir,74020,74026835000,-48,1,1
legacy,74020,74026885000,-42,1,1
fir,74021,74027835000,-34,1,1
legacy,74021,74027885000,-34,1,1
fir,74022,74028835000,36,0,0
legacy,74022,74028885000,34,0,0
fir,74023,74029835000,-38,1,1
legacy,74023,74029885000,-32,1,1
fir,74024,74030835000,40,0,0
legacy,74024,74030885000,34,0,0
fir,74025,74031835000,-46,1,1
legacy,74025,74031885000,-42,1,1
fir,74026,74032835000,-34,1,1
legacy,74026,74032885000,-36,1,1
fir,74027,74033835000,38,0,0
legacy,74027,74033885000,36,0,0
fir,74028,74034835000,46,0,0
legacy,74028,74034885000,42,0,0
fir,74029,74035835000,-40,1,1
legacy,74029,74035885000,-32,1,1
fir,74030,74036835000,40,0,0
legacy,74030,74036885000,34,0,0
fir,74031,74037835000,-46,1,1
legacy,74031,74037885000,-42,1,1
fir,74032,74038835000,-34,1,1
legacy,74032,74038885000,-34,1,1
fir,74033,74039835000,36,0,0
legacy,74033,74039885000,34,0,0
fir,74034,74040835000,-44,1,1
legacy,74034,74040885000,-42,1,1
fir,74035,74041835000,-44,1,1
legacy,74035,74041885000,-46,1,1
fir,74036,74042835000,-34,1,1
legacy,74036,74042885000,-34,1,1
fir,74037,74043835000,34,0,0
legacy,74037,74043885000,34,0,0
fir,74038,74044835000,-46,1,1
legacy,74038,74044885000,-42,1,1
fir,74039,74045835000,-34,1,1
legacy,74039,74045885000,-36,1,1
fir,74040,74046835000,38,0,0
legacy,74040,74046885000,36,0,0
fir,74041,74047835000,44,0,0
legacy,74041,74047885000,42,0,0
fir,74042,74048835000,-48,1,1
legacy,74042,74048885000,-42,1,1
fir,74043,74049835000,-34,1,1
legacy,74043,74049885000,-36,1,1
fir,74044,74050835000,38,0,0
legacy,74044,74050885000,36,0,0
fir,74045,74051835000,44,0,0
legacy,74045,74051885000,42,0,0
fir,74046,74052835000,-46,1,1
legacy,74046,74052885000,-42,1,1
fir,74047,74053835000,-42,1,1
legacy,74047,74053885000,-46,1,1
fir,74048,74054835000,-44,1,1
legacy,74048,74054885000,-46,1,1
fir,74049,74055835000,-34,1,1
legacy,74049,74055885000,-34,1,1
fir,74050,74056835000,34,0,0
legacy,74050,74056885000,34,0,0
fir,74051,74057835000,-38,1,1
legacy,74051,74057885000,-34,1,1
fir,74052,74058835000,42,0,0
legacy,74052,74058885000,36,0,0
fir,74053,74059835000,46,0,0
legacy,74053,74059885000,42,0,0
fir,74054,74060835000,-38,1,1
legacy,74054,74060885000,-34,1,1
fir,74055,74061835000,42,0,0
legacy,74055,74061885000,36,0,0
fir,74056,74062835000,48,0,0
legacy,74056,74062885000,44,0,0
fir,74057,74063835000,44,0,0
legacy,74057,74063885000,42,0,0
fir,74058,74064835000,-46,1,1
legacy,74058,74064885000,-42,1,1
fir,74059,74065835000,-42,1,1
legacy,74059,74065885000,-46,1,1
fir,74060,74066835000,-42,1,1
legacy,74060,74066885000,-46,1,1
fir,74061,74067835000,-44,1,1
legacy,74061,74067885000,-46,1,1
fir,74062,74068835000,-34,1,1
legacy,74062,74068885000,-34,1,1
fir,74063,74069835000,34,0,0
legacy,74063,74069885000,34,0,0
fir,74064,74070835000,-38,1,1
legacy,74064,74070885000,-32,1,1
fir,74065,74071835000,40,0,0
legacy,74065,74071885000,34,0,0
fir,74066,74072835000,-38,1,1
legacy,74066,74072885000,-34,1,1
fir,74067,74073835000,42,0,0
legacy,74067,74073885000,36,0,0
fir,74068,74074835000,46,0,0
legacy,74068,74074885000,42,0,0
fir,74069,74075835000,-40,1,1
legacy,74069,74075885000,-34,1,1
fir,74070,74076835000,42,0,0
legacy,74070,74076885000,36,0,0
fir,74071,74077835000,46,0,0
legacy,74071,74077885000,42,0,0
fir,74072,74078835000,-38,1,1
legacy,74072,74078885000,-34,1,1
fir,74073,74079835000,42,0,0
legacy,74073,74079885000,36,0,0
fir,74074,74080835000,44,0,0
legacy,74074,74080885000,42,0,0
fir,74075,74081835000,-46,1,1
legacy,74075,74081885000,-42,1,1
fir,74076,74082835000,-44,1,1
legacy,74076,74082885000,-46,1,1
fir,74077,74083835000,-34,1,1
legacy,74077,74083885000,-36,1,1
fir,74078,74084835000,36,0,0
legacy,74078,74084885000,36,0,0
fir,74079,74085835000,50,0,0
legacy,74079,74085885000,44,0,0
fir,74080,74086835000,44,0,0
legacy,74080,74086885000,42,0,0
fir,74081,74087835000,-48,1,1
legacy,74081,74087885000,-42,1,1
fir,74082,74088835000,-34,1,1
legacy,74082,74088885000,-36,1,1
fir,74083,74089835000,38,0,0
legacy,74083,74089885000,36,0,0
fir,74084,74090835000,48,0,0
legacy,74084,74090885000,44,0,0
fir,74085,74091835000,44,0,0
legacy,74085,74091885000,42,0,0
fir,74086,74092835000,-46,1,1
legacy,74086,74092885000,-42,1,1
fir,74087,74093835000,-44,1,1
legacy,74087,74093885000,-46,1,1
fir,74088,74094835000,-34,1,1
legacy,74088,74094885000,-36,1,1
fir,74089,74095835000,36,0,0
legacy,74089,74095885000,36,0,0
fir,74090,74096835000,44,0,0
legacy,74090,74096885000,42,0,0
fir,74091,74097835000,-48,1,1
legacy,74091,74097885000,-42,1,1
fir,74092,74098835000,-34,1,1
legacy,74092,74098885000,-34,1,1
fir,74093,74099835000,36,0,0
legacy,74093,74099885000,34,0,0
fir,74094,74100835000,-46,1,1
legacy,74094,74100885000,-42,1,1
fir,74095,74101835000,-34,1,1
legacy,74095,74101885000,-36,1,1
fir,74096,74102835000,38,0,0
legacy,74096,74102885000,36,0,0
fir,74097,74103835000,46,0,0
legacy,74097,74103885000,42,0,0
fir,74098,74104835000,-38,1,1
legacy,74098,74104885000,-32,1,1
fir,74099,74105835000,40,0,0
legacy,74099,74105885000,34,0,0
fir,74100,74106835000,-38,1,1
legacy,74100,74106885000,-32,1,1
fir,74101,74107835000,40,0,0
legacy,74101,74107885000,34,0,0
fir,74102,74108835000,-38,1,1
legacy,74102,74108885000,-32,1,1
fir,74103,74109835000,40,0,0
legacy,74103,74109885000,34,0,0
fir,74104,74110835000,-38,1,1
legacy,74104,74110885000,-34,1,1
fir,74105,74111835000,42,0,0
legacy,74105,74111885000,36,0,0
fir,74106,74112835000,44,0,0
legacy,74106,74112885000,42,0,0
fir,74107,74113835000,-48,1,1
legacy,74107,74113885000,-42,1,1
fir,74108,74114835000,-34,1,1
legacy,74108,74114885000,-34,1,1
fir,74109,74115835000,36,0,0
legacy,74109,74115885000,34,0,0
fir,74110,74116835000,-44,1,1
legacy,74110,74116885000,-42,1,1
fir,74111,74117835000,-42,1,1
legacy,74111,74117885000,-46,1,1
fir,74112,74118835000,-44,1,1
legacy,74112,74118885000,-46,1,1
fir,74113,74119835000,-34,1,1
legacy,74113,74119885000,-36,1,1
fir,74114,74120835000,36,0,0
legacy,74114,74120885000,36,0,0
fir,74115,74121835000,48,0,0
legacy,74115,74121885000,44,0,0
fir,74116,74122835000,44,0,0
legacy,74116,74122885000,42,0,0
fir,74117,74123835000,-48,1,1
legacy,74117,74123885000,-42,1,1
fir,74118,74124835000,-34,1,1
legacy,74118,74124885000,-34,1,1
fir,74119,74125835000,36,0,0
legacy,74119,74125885000,34,0,0
fir,74120,74126835000,-44,1,1
legacy,74120,74126885000,-42,1,1
fir,74121,74127835000,-44,1,1
legacy,74121,74127885000,-46,1,1
fir,74122,74128835000,-34,1,1
legacy,74122,74128885000,-36,1,1
fir,74123,74129835000,36,0,0
legacy,74123,74129885000,36,0,0
fir,74124,74130835000,44,0,0
legacy,74124,74130885000,42,0,0
fir,74125,74131835000,-48,1,1
legacy,74125,74131885000,-42,1,1
fir,74126,74132835000,-34,1,1
legacy,74126,74132885000,-34,1,1
fir,74127,74133835000,36,0,0
legacy,74127,74133885000,34,0,0
fir,74128,74134835000,-46,1,1
legacy,74128,74134885000,-42,1,1
fir,74129,74135835000,-34,1,1
legacy,74129,74135885000,-36,1,1
fir,74130,74136835000,38,0,0
legacy,74130,74136885000,36,0,0
fir,74131,74137835000,46,0,0
legacy,74131,74137885000,42,0,0
fir,74132,74138835000,-38,1,1
legacy,74132,74138885000,-34,1,1
fir,74133,74139835000,42,0,0
legacy,74133,74139885000,36,0,0
fir,74134,74140835000,46,0,0
legacy,74134,74140885000,42,0,0
fir,74135,74141835000,-40,1,1
legacy,74135,74141885000,-32,1,1
fir,74136,74142835000,40,0,0
legacy,74136,74142885000,34,0,0
fir,74137,74143835000,-38,1,1
legacy,74137,74143885000,-34,1,1
fir,74138,74144835000,42,0,0
legacy,74138,74144885000,36,0,0
fir,74139,74145835000,46,0,0
legacy,74139,74145885000,42,0,0
fir,74140,74146835000,-40,1,1
legacy,74140,74146885000,-32,1,1
fir,74141,74147835000,40,0,0
legacy,74141,74147885000,34,0,0
fir,74142,74148835000,-38,1,1
legacy,74142,74148885000,-32,1,1
fir,74143,74149835000,40,0,0
legacy,74143,74149885000,34,0,0
fir,74144,74150835000,-38,1,1
legacy,74144,74150885000,-32,1,1
fir,74145,74151835000,40,0,0
legacy,74145,74151885000,34,0,0
fir,74146,74152835000,-44,1,1
legacy,74146,74152885000,-42,1,1
fir,74147,74153835000,-42,1,1
legacy,74147,74153885000,-46,1,1
fir,74148,74154835000,-42,1,1
legacy,74148,74154885000,-46,1,1
fir,74149,74155835000,-42,1,1
legacy,74149,74155885000,-46,1,1
fir,74150,74156835000,-42,1,1
legacy,74150,74156885000,-46,1,1
fir,74151,74157835000,-44,1,1
legacy,74151,74157885000,-46,1,1
fir,74152,74158835000,-34,1,1
legacy,74152,74158885000,-34,1,1
fir,74153,74159835000,34,0,0
legacy,74153,74159885000,34,0,0
fir,74154,74160835000,-38,1,1
legacy,74154,74160885000,-32,1,1
fir,74155,74161835000,40,0,0
legacy,74155,74161885000,34,0,0
fir,74156,74162835000,-38,1,1
legacy,74156,74162885000,-32,1,1
fir,74157,74163835000,40,0,0
legacy,74157,74163885000,34,0,0
fir,74158,74164835000,-38,1,1
legacy,74158,74164885000,-34,1,1
fir,74159,74165835000,42,0,0
legacy,74159,74165885000,36,0,0
fir,74160,74166835000,44,0,0
legacy,74160,74166885000,42,0,0
fir,74161,74167835000,-48,1,1
legacy,74161,74167885000,-42,1,1
fir,74162,74168835000,-34,1,1
legacy,74162,74168885000,-34,1,1
fir,74163,74169835000,36,0,0
legacy,74163,74169885000,34,0,0
fir,74164,74170835000,-38,1,1
legacy,74164,74170885000,-34,1,1
fir,74165,74171835000,42,0,0
legacy,74165,74171885000,36,0,0
fir,74166,74172835000,50,0,0
legacy,74166,74172885000,46,0,0
fir,74167,74173835000,48,0,0
legacy,74167,74173885000,44,0,0
fir,74168,74174835000,44,0,0
legacy,74168,74174885000,42,0,0
fir,74169,74175835000,-48,1,1
legacy,74169,74175885000,-42,1,1
fir,74170,74176835000,-34,1,1
legacy,74170,74176885000,-36,1,1
fir,74171,74177835000,38,0,0
legacy,74171,74177885000,36,0,0
fir,74172,74178835000,46,0,0
legacy,74172,74178885000,42,0,0
fir,74173,74179835000,-38,1,1
legacy,74173,74179885000,-32,1,1
fir,74174,74180835000,40,0,0
legacy,74174,74180885000,34,0,0
fir,74175,74181835000,-46,1,1
legacy,74175,74181885000,-42,1,1
fir,74176,74182835000,-34,1,1
legacy,74176,74182885000,-34,1,1
fir,74177,74183835000,36,0,0
legacy,74177,74183885000,34,0,0
fir,74178,74184835000,-38,1,1
legacy,74178,74184885000,-32,1,1
fir,74179,74185835000,40,0,0
legacy,74179,74185885000,34,0,0
fir,74180,74186835000,-44,1,1
legacy,74180,74186885000,-42,1,1
fir,74181,74187835000,-42,1,1
legacy,74181,74187885000,-46,1,1
fir,74182,74188835000,-42,1,1
legacy,74182,74188885000,-46,1,1
fir,74183,74189835000,-42,1,1
legacy,74183,74189885000,-46,1,1
fir,74184,74190835000,-42,1,1
legacy,74184,74190885000,-46,1,1
fir,74185,74191835000,-44,1,1
legacy,74185,74191885000,-46,1,1
fir,74186,74192835000,-34,1,1
legacy,74186,74192885000,-34,1,1
fir,74187,74193835000,34,0,0
legacy,74187,74193885000,34,0,0
fir,74188,74194835000,-38,1,1
legacy,74188,74194885000,-34,1,1
fir,74189,74195835000,42,0,0
legacy,74189,74195885000,36,0,0
fir,74190,74196835000,44,0,0
legacy,74190,74196885000,42,0,0
fir,74191,74197835000,-48,1,1
legacy,74191,74197885000,-42,1,1
fir,74192,74198835000,-34,1,1
legacy,74192,74198885000,-34,1,1
fir,74193,74199835000,36,0,0
legacy,74193,74199885000,34,0,0
fir,74194,74200835000,-38,1,1
legacy,74194,74200885000,-34,1,1
fir,74195,74201835000,42,0,0
legacy,74195,74201885000,36,0,0
fir,74196,74202835000,48,0,0
legacy,74196,74202885000,44,0,0
fir,74197,74203835000,46,0,0
legacy,74197,74203885000,42,0,0
fir,74198,74204835000,-40,1,1
legacy,74198,74204885000,-34,1,1
fir,74199,74205835000,42,0,0
legacy,74199,74205885000,36,0,0
fir,74200,74206835000,48,0,0
legacy,74200,74206885000,44,0,0
fir,74201,74207835000,46,0,0
legacy,74201,74207885000,42,0,0
fir,74202,74208835000,-38,1,1
legacy,74202,74208885000,-34,1,1
fir,74203,74209835000,42,0,0
legacy,74203,74209885000,36,0,0
fir,74204,74210835000,50,0,0
legacy,74204,74210885000,46,0,0
fir,74205,74211835000,50,0,0
legacy,74205,74211885000,46,0,0
fir,74206,74212835000,50,0,0
legacy,74206,74212885000,46,0,0
fir,74207,74213835000,50,0,0
legacy,74207,74213885000,46,0,0
fir,74208,74214835000,50,0,0
legacy,74208,74214885000,46,0,0
fir,74209,74215835000,48,0,0
legacy,74209,74215885000,44,0,0
fir,74210,74216835000,44,0,0
legacy,74210,74216885000,42,0,0
fir,74211,74217835000,-46,1,1
legacy,74211,74217885000,-42,1,1
fir,74212,74218835000,-44,1,1
legacy,74212,74218885000,-46,1,1
fir,74213,74219835000,-34,1,1
legacy,74213,74219885000,-34,1,1
fir,74214,74220835000,34,0,0
legacy,74214,74220885000,34,0,0
fir,74215,74221835000,-38,1,1
legacy,74215,74221885000,-34,1,1
fir,74216,74222835000,42,0,0
legacy,74216,74222885000,36,0,0
fir,74217,74223835000,50,0,0
legacy,74217,74223885000,46,0,0
fir,74218,74224835000,50,0,0
legacy,74218,74224885000,46,0,0
fir,74219,74225835000,50,0,0
legacy,74219,74225885000,46,0,0
fir,74220,74226835000,48,0,0
legacy,74220,74226885000,44,0,0
fir,74221,74227835000,46,0,0
legacy,74221,74227885000,42,0,0
fir,74222,74228835000,-40,1,1
legacy,74222,74228885000,-34,1,1
fir,74223,74229835000,42,0,0
legacy,74223,74229885000,36,0,0
fir,74224,74230835000,44,0,0
legacy,74224,74230885000,42,0,0
fir,74225,74231835000,-46,1,1
legacy,74225,74231885000,-42,1,1
fir,74226,74232835000,-42,1,1
legacy,74226,74232885000,-46,1,1
fir,74227,74233835000,-44,1,1
legacy,74227,74233885000,-46,1,1
fir,74228,74234835000,-34,1,1
legacy,74228,74234885000,-34,1,1
fir,74229,74235835000,34,0,0
legacy,74229,74235885000,34,0,0
fir,74230,74236835000,-44,1,1
legacy,74230,74236885000,-42,1,1
fir,74231,74237835000,-44,1,1
legacy,74231,74237885000,-46,1,1
fir,74232,74238835000,-34,1,1
legacy,74232,74238885000,-36,1,1
fir,74233,74239835000,36,0,0
legacy,74233,74239885000,36,0,0
fir,74234,74240835000,50,0,0
legacy,74234,74240885000,46,0,0
fir,74235,74241835000,50,0,0
legacy,74235,74241885000,46,0,0
fir,74236,74242835000,48,0,0
legacy,74236,74242885000,44,0,0
fir,74237,74243835000,44,0,0
legacy,74237,74243885000,42,0,0
fir,74238,74244835000,-48,1,1
legacy,74238,74244885000,-42,1,1
fir,74239,74245835000,-34,1,1
legacy,74239,74245885000,-34,1,1
fir,74240,74246835000,36,0,0
legacy,74240,74246885000,34,0,0
fir,74241,74247835000,-38,1,1
legacy,74241,74247885000,-34,1,1
fir,74242,74248835000,42,0,0
legacy,74242,74248885000,36,0,0
fir,74243,74249835000,44,0,0
legacy,74243,74249885000,42,0,0
fir,74244,74250835000,-46,1,1
legacy,74244,74250885000,-42,1,1
fir,74245,74251835000,-44,1,1
legacy,74245,74251885000,-46,1,1
fir,74246,74252835000,-34,1,1
legacy,74246,74252885000,-34,1,1
fir,74247,74253835000,34,0,0
legacy,74247,74253885000,34,0,0
fir,74248,74254835000,-38,1,1
legacy,74248,74254885000,-34,1,1
fir,74249,74255835000,42,0,0
legacy,74249,74255885000,36,0,0
fir,74250,74256835000,44,0,0
legacy,74250,74256885000,42,0,0
fir,74251,74257835000,-48,1,1
legacy,74251,74257885000,-42,1,1
fir,74252,74258835000,-34,1,1
legacy,74252,74258885000,-34,1,1
fir,74253,74259835000,36,0,0
legacy,74253,74259885000,34,0,0
fir,74254,74260835000,-46,1,1
legacy,74254,74260885000,-42,1,1
fir,74255,74261835000,-34,1,1
legacy,74255,74261885000,-36,1,1
fir,74256,74262835000,38,0,0
legacy,74256,74262885000,36,0,0
fir,74257,74263835000,46,0,0
legacy,74257,74263885000,42,0,0
fir,74258,74264835000,-38,1,1
legacy,74258,74264885000,-34,1,1
fir,74259,74265835000,42,0,0
legacy,74259,74265885000,36,0,0
fir,74260,74266835000,46,0,0
legacy,74260,74266885000,42,0,0
fir,74261,74267835000,-38,1,1
legacy,74261,74267885000,-32,1,1
fir,74262,74268835000,40,0,0
legacy,74262,74268885000,34,0,0
fir,74263,74269835000,-38,1,1
legacy,74263,74269885000,-32,1,1
fir,74264,74270835000,40,0,0
legacy,74264,74270885000,34,0,0
fir,74265,74271835000,-44,1,1
legacy,74265,74271885000,-42,1,1
fir,74266,74272835000,-42,1,1
legacy,74266,74272885000,-46,1,1
fir,74267,74273835000,-44,1,1
legacy,74267,74273885000,-46,1,1
fir,74268,74274835000,-34,1,1
legacy,74268,74274885000,-34,1,1
fir,74269,74275835000,34,0,0
legacy,74269,74275885000,34,0,0
fir,74270,74276835000,-44,1,1
legacy,74270,74276885000,-42,1,1
fir,74271,74277835000,-42,1,1
legacy,74271,74277885000,-46,1,1
fir,74272,74278835000,-42,1,1
legacy,74272,74278885000,-46,1,1
fir,74273,74279835000,-42,1,1
legacy,74273,74279885000,-46,1,1
fir,74274,74280835000,-42,1,1
legacy,74274,74280885000,-46,1,1
fir,74275,74281835000,-44,1,1
legacy,74275,74281885000,-46,1,1
fir,74276,74282835000,-34,1,1
legacy,74276,74282885000,-36,1,1
fir,74277,74283835000,36,0,0
legacy,74277,74283885000,36,0,0
fir,74278,74284835000,46,0,0
legacy,74278,74284885000,42,0,0
fir,74279,74285835000,-38,1,1
legacy,74279,74285885000,-32,1,1
fir,74280,74286835000,40,0,0
legacy,74280,74286885000,34,0,0
fir,74281,74287835000,-38,1,1
legacy,74281,74287885000,-34,1,1
fir,74282,74288835000,42,0,0
legacy,74282,74288885000,36,0,0
fir,74283,74289835000,48,0,0
legacy,74283,74289885000,44,0,0
fir,74284,74290835000,44,0,0
legacy,74284,74290885000,42,0,0
fir,74285,74291835000,-48,1,1
legacy,74285,74291885000,-42,1,1
fir,74286,74292835000,-34,1,1
legacy,74286,74292885000,-34,1,1
fir,74287,74293835000,36,0,0
legacy,74287,74293885000,34,0,0
fir,74288,74294835000,-38,1,1
legacy,74288,74294885000,-32,1,1
fir,74289,74295835000,40,0,0
legacy,74289,74295885000,34,0,0
fir,74290,74296835000,-46,1,1
legacy,74290,74296885000,-42,1,1
fir,74291,74297835000,-34,1,1
legacy,74291,74297885000,-36,1,1
fir,74292,74298835000,38,0,0
legacy,74292,74298885000,36,0,0
fir,74293,74299835000,44,0,0
legacy,74293,74299885000,42,0,0
fir,74294,74300835000,-48,1,1
legacy,74294,74300885000,-42,1,1
fir,74295,74301835000,-34,1,1
legacy,74295,74301885000,-36,1,1
fir,74296,74302835000,38,0,0
legacy,74296,74302885000,36,0,0
fir,74297,74303835000,46,0,0
legacy,74297,74303885000,42,0,0
fir,74298,74304835000,-40,1,1
legacy,74298,74304885000,-32,1,1
fir,74299,74305835000,40,0,0
legacy,74299,74305885000,34,0,0
fir,74300,74306835000,-38,1,1
legacy,74300,74306885000,-34,1,1
fir,74301,74307835000,42,0,0
legacy,74301,74307885000,36,0,0
fir,74302,74308835000,44,0,0
legacy,74302,74308885000,42,0,0
fir,74303,74309835000,-48,1,1
legacy,74303,74309885000,-42,1,1
fir,74304,74310835000,-34,1,1
legacy,74304,74310885000,-34,1,1
fir,74305,74311835000,36,0,0
legacy,74305,74311885000,34,0,0
fir,74306,74312835000,-38,1,1
legacy,74306,74312885000,-34,1,1
fir,74307,74313835000,42,0,0
legacy,74307,74313885000,36,0,0
fir,74308,74314835000,48,0,0
legacy,74308,74314885000,44,0,0
fir,74309,74315835000,46,0,0
legacy,74309,74315885000,42,0,0
fir,74310,74316835000,-38,1,1
legacy,74310,74316885000,-32,1,1
fir,74311,74317835000,40,0,0
legacy,74311,74317885000,34,0,0
fir,74312,74318835000,-38,1,1
legacy,74312,74318885000,-34,1,1
fir,74313,74319835000,42,0,0
legacy,74313,74319885000,36,0,0
fir,74314,74320835000,46,0,0
legacy,74314,74320885000,42,0,0
fir,74315,74321835000,-40,1,1
legacy,74315,74321885000,-34,1,1
fir,74316,74322835000,42,0,0
legacy,74316,74322885000,36,0,0
fir,74317,74323835000,44,0,0
legacy,74317,74323885000,42,0,0
fir,74318,74324835000,-48,1,1
legacy,74318,74324885000,-42,1,1
fir,74319,74325835000,-34,1,1
legacy,74319,74325885000,-34,1,1
fir,74320,74326835000,36,0,0
legacy,74320,74326885000,34,0,0
fir,74321,74327835000,-46,1,1
