"rx_index","time_ns","softOut"
"11660","11666885000","42"
"11661","11667885000","42"
"11662","11668885000","-42"
"11663","11669885000","-40"
"11664","11670885000","38"
"11665","11671885000","-38"
"11666","11672885000","38"
"11667","11673885000","-38"
"11668","11674885000","38"
"11669","11675885000","-40"
"11670","11676885000","-42"
"11671","11677885000","42"
"11672","11678885000","46"
"11673","11679885000","46"
"11674","11680885000","40"
"11675","11681885000","-40"
"11676","11682885000","40"
"11677","11683885000","46"
"11678","11684885000","48"
"11679","11685885000","46"
"11680","11686885000","40"
"11681","11687885000","-40"
"11682","11688885000","40"
"11683","11689885000","46"
"11684","11690885000","48"
"11685","11691885000","46"
"11686","11692885000","42"
"11687","11693885000","-42"
"11688","11694885000","-46"
"11689","11695885000","-40"
"11690","11696885000","38"
"11691","11697885000","-38"
"11692","11698885000","40"
"11693","11699885000","46"
"11694","11700885000","40"
"11695","11701885000","-38"
"11696","11702885000","38"
"11697","11703885000","-38"
"11698","11704885000","38"
"11699","11705885000","-38"
"11700","11706885000","40"
"11701","11707885000","42"
"11702","11708885000","-42"
"11703","11709885000","-42"
"11704","11710885000","42"
"11705","11711885000","40"
"11706","11712885000","-38"
"11707","11713885000","38"
"11708","11714885000","-40"
"11709","11715885000","-42"
"11710","11716885000","42"
"11711","11717885000","42"
"11712","11718885000","-42"
"11713","11719885000","-46"
"11714","11720885000","-42"
"11715","11721885000","42"
"11716","11722885000","46"
"11717","11723885000","46"
"11718","11724885000","40"
"11719","11725885000","-40"
"11720","11726885000","40"
"11721","11727885000","46"
"11722","11728885000","42"
"11723","11729885000","-42"
"11724","11730885000","-46"
"11725","11731885000","-40"
"11726","11732885000","40"
"11727","11733885000","-40"
"11728","11734885000","-42"
"11729","11735885000","42"
"11730","11736885000","40"
"11731","11737885000","-38"
"11732","11738885000","38"
"11733","11739885000","-38"
"11734","11740885000","38"
"11735","11741885000","-38"
"11736","11742885000","40"
"11737","11743885000","46"
"11738","11744885000","48"
"11739","11745885000","46"
"11740","11746885000","42"
"11741","11747885000","-42"
"11742","11748885000","-46"
"11743","11749885000","-42"
"11744","11750885000","42"
"11745","11751885000","46"
"11746","11752885000","46"
"11747","11753885000","40"
"11748","11754885000","-38"
"11749","11755885000","38"
"11750","11756885000","-40"
"11751","11757885000","-46"
"11752","11758885000","-42"
"11753","11759885000","42"
"11754","11760885000","42"
"11755","11761885000","-42"
"11756","11762885000","-46"
"11757","11763885000","-40"
"11758","11764885000","40"
"11759","11765885000","-40"
"11760","11766885000","-42"
"11761","11767885000","42"
"11762","11768885000","40"
"11763","11769885000","-40"
"11764","11770885000","40"
"11765","11771885000","46"
"11766","11772885000","46"
"11767","11773885000","40"
"11768","11774885000","-38"
"11769","11775885000","38"
"11770","11776885000","-38"
"11771","11777885000","40"
"11772","11778885000","40"
"11773","11779885000","-38"
"11774","11780885000","38"
"11775","11781885000","-38"
"11776","11782885000","40"
"11777","11783885000","42"
"11778","11784885000","-42"
"11779","11785885000","-40"
"11780","11786885000","38"
"11781","11787885000","-38"
"11782","11788885000","38"
"11783","11789885000","-40"
"11784","11790885000","-46"
"11785","11791885000","-40"
"11786","11792885000","38"
"11787","11793885000","-38"
"11788","11794885000","40"
"11789","11795885000","42"
"11790","11796885000","-42"
"11791","11797885000","-42"
"11792","11798885000","42"
"11793","11799885000","46"
"11794","11800885000","48"
"11795","11801885000","48"
"11796","11802885000","48"
"11797","11803885000","46"
"11798","11804885000","42"
"11799","11805885000","-42"
"11800","11806885000","-40"
"11801","11807885000","40"
"11802","11808885000","-40"
"11803","11809885000","-40"
"11804","11810885000","38"
"11805","11811885000","-38"
"11806","11812885000","38"
"11807","11813885000","-38"
"11808","11814885000","38"
"11809","11815885000","-38"
"11810","11816885000","38"
"11811","11817885000","-38"
"11812","11818885000","40"
"11813","11819885000","46"
"11814","11820885000","48"
"11815","11821885000","46"
"11816","11822885000","40"
"11817","11823885000","-38"
"11818","11824885000","38"
"11819","11825885000","-40"
"11820","11826885000","-40"
"11821","11827885000","38"
"11822","11828885000","-38"
"11823","11829885000","40"
"11824","11830885000","42"
"11825","11831885000","-42"
"11826","11832885000","-40"
"11827","11833885000","38"
"11828","11834885000","-38"
"11829","11835885000","40"
"11830","11836885000","46"
"11831","11837885000","42"
"11832","11838885000","-42"
"11833","11839885000","-46"
"11834","11840885000","-40"
"11835","11841885000","38"
"11836","11842885000","-38"
"11837","11843885000","40"
"11838","11844885000","42"
"11839","11845885000","-42"
"11840","11846885000","-46"
"11841","11847885000","-48"
"11842","11848885000","-46"
"11843","11849885000","-42"
"11844","11850885000","42"
"11845","11851885000","42"
"11846","11852885000","-42"
"11847","11853885000","-46"
"11848","11854885000","-42"
"11849","11855885000","42"
"11850","11856885000","40"
"11851","11857885000","-38"
"11852","11858885000","38"
"11853","11859885000","-38"
"11854","11860885000","40"
"11855","11861885000","46"
"11856","11862885000","40"
"11857","11863885000","-38"
"11858","11864885000","38"
"11859","11865885000","-40"
"11860","11866885000","-40"
"11861","11867885000","38"
"11862","11868885000","-38"
"11863","11869885000","40"
"11864","11870885000","46"
"11865","11871885000","40"
"11866","11872885000","-38"
"11867","11873885000","38"
"11868","11874885000","-40"
"11869","11875885000","-40"
"11870","11876885000","38"
"11871","11877885000","-38"
"11872","11878885000","40"
"11873","11879885000","46"
"11874","11880885000","46"
"11875","11881885000","42"
"11876","11882885000","-42"
"11877","11883885000","-42"
"11878","11884885000","42"
"11879","11885885000","46"
"11880","11886885000","48"
"11881","11887885000","46"
"11882","11888885000","42"
"11883","11889885000","-42"
"11884","11890885000","-46"
"11885","11891885000","-42"
"11886","11892885000","42"
"11887","11893885000","40"
"11888","11894885000","-40"
"11889","11895885000","40"
"11890","11896885000","46"
"11891","11897885000","46"
"11892","11898885000","40"
"11893","11899885000","-40"
"11894","11900885000","40"
"11895","11901885000","42"
"11896","11902885000","-42"
"11897","11903885000","-46"
"11898","11904885000","-48"
"11899","11905885000","-46"
"11900","11906885000","-40"
"11901","11907885000","38"
"11902","11908885000","-38"
"11903","11909885000","38"
"11904","11910885000","-38"
"11905","11911885000","40"
"11906","11912885000","46"
"11907","11913885000","42"
"11908","11914885000","-42"
"11909","11915885000","-46"
"11910","11916885000","-40"
"11911","11917885000","38"
"11912","11918885000","-38"
"11913","11919885000","38"
"11914","11920885000","-40"
"11915","11921885000","-42"
"11916","11922885000","42"
"11917","11923885000","46"
"11918","11924885000","46"
"11919","11925885000","42"
"11920","11926885000","-42"
"11921","11927885000","-46"
"11922","11928885000","-40"
"11923","11929885000","38"
"11924","11930885000","-38"
"11925","11931885000","38"
"11926","11932885000","-38"
"11927","11933885000","38"
"11928","11934885000","-40"
"11929","11935885000","-42"
"11930","11936885000","42"
"11931","11937885000","46"
"11932","11938885000","48"
"11933","11939885000","46"
"11934","11940885000","40"
"11935","11941885000","-40"
"11936","11942885000","40"
"11937","11943885000","42"
"11938","11944885000","-42"
"11939","11945885000","-42"
"11940","11946885000","42"
"11941","11947885000","46"
"11942","11948885000","42"
"11943","11949885000","-42"
"11944","11950885000","-46"
"11945","11951885000","-40"
"11946","11952885000","38"
"11947","11953885000","-38"
"11948","11954885000","40"
"11949","11955885000","46"
"11950","11956885000","46"
"11951","11957885000","40"
"11952","11958885000","-40"
"11953","11959885000","40"
"11954","11960885000","46"
"11955","11961885000","46"
"11956","11962885000","40"
"11957","11963885000","-38"
"11958","11964885000","38"
"11959","11965885000","-40"
"11960","11966885000","-46"
"11961","11967885000","-42"
"11962","11968885000","42"
"11963","11969885000","46"
"11964","11970885000","48"
"11965","11971885000","46"
"11966","11972885000","42"
"11967","11973885000","-42"
"11968","11974885000","-46"
"11969","11975885000","-46"
"11970","11976885000","-40"
"11971","11977885000","40"
"11972","11978885000","-40"
"11973","11979885000","-46"
"11974","11980885000","-46"
"11975","11981885000","-42"
"11976","11982885000","42"
"11977","11983885000","40"
"11978","11984885000","-38"
"11979","11985885000","38"
"11980","11986885000","-40"
"11981","11987885000","-40"
"11982","11988885000","40"
"11983","11989885000","-40"
"11984","11990885000","-46"
"11985","11991885000","-48"
"11986","11992885000","-46"
"11987","11993885000","-42"
"11988","11994885000","42"
"11989","11995885000","46"
"11990","11996885000","42"
"11991","11997885000","-42"
"11992","11998885000","-40"
"11993","11999885000","40"
"11994","12000885000","-40"
"11995","12001885000","-46"
"11996","12002885000","-42"
"11997","12003885000","42"
"11998","12004885000","46"
"11999","12005885000","42"
"12000","12006885000","-42"
"12001","12007885000","-46"
"12002","12008885000","-40"
"12003","12009885000","40"
"12004","12010885000","-40"
"12005","12011885000","-46"
"12006","12012885000","-46"
"12007","12013885000","-42"
"12008","12014885000","42"
"12009","12015885000","40"
"12010","12016885000","-38"
"12011","12017885000","38"
"12012","12018885000","-38"
"12013","12019885000","38"
"12014","12020885000","-38"
"12015","12021885000","38"
"12016","12022885000","-40"
"12017","12023885000","-42"
"12018","12024885000","42"
"12019","12025885000","40"
"12020","12026885000","-38"
"12021","12027885000","38"
"12022","12028885000","-40"
"12023","12029885000","-42"
"12024","12030885000","42"
"12025","12031885000","46"
"12026","12032885000","46"
"12027","12033885000","40"
"12028","12034885000","-40"
"12029","12035885000","40"
"12030","12036885000","46"
"12031","12037885000","40"
"12032","12038885000","-40"
"12033","12039885000","40"
"12034","12040885000","42"
"12035","12041885000","-42"
"12036","12042885000","-46"
"12037","12043885000","-40"
"12038","12044885000","38"
"12039","12045885000","-38"
"12040","12046885000","38"
"12041","12047885000","-40"
"12042","12048885000","-42"
"12043","12049885000","42"
"12044","12050885000","46"
"12045","12051885000","42"
"12046","12052885000","-42"
"12047","12053885000","-40"
"12048","12054885000","38"
"12049","12055885000","-38"
"12050","12056885000","40"
"12051","12057885000","42"
"12052","12058885000","-42"
"12053","12059885000","-46"
"12054","12060885000","-46"
"12055","12061885000","-42"
"12056","12062885000","42"
"12057","12063885000","46"
"12058","12064885000","46"
"12059","12065885000","40"
"12060","12066885000","-40"
"12061","12067885000","40"
"12062","12068885000","46"
"12063","12069885000","42"
"12064","12070885000","-42"
"12065","12071885000","-42"
"12066","12072885000","42"
"12067","12073885000","42"
"12068","12074885000","-42"
"12069","12075885000","-40"
"12070","12076885000","38"
"12071","12077885000","-38"
"12072","12078885000","40"
"12073","12079885000","46"
"12074","12080885000","40"
"12075","12081885000","-38"
"12076","12082885000","38"
"12077","12083885000","-38"
"12078","12084885000","40"
"12079","12085885000","40"
"12080","12086885000","-40"
"12081","12087885000","40"
"12082","12088885000","46"
"12083","12089885000","46"
"12084","12090885000","40"
"12085","12091885000","-38"
"12086","12092885000","38"
"12087","12093885000","-40"
"12088","12094885000","-40"
"12089","12095885000","40"
"12090","12096885000","-40"
"12091","12097885000","-46"
"12092","12098885000","-46"
"12093","12099885000","-40"
"12094","12100885000","40"
"12095","12101885000","-40"
"12096","12102885000","-46"
"12097","12103885000","-40"
"12098","12104885000","40"
"12099","12105885000","-40"
"12100","12106885000","-40"
"12101","12107885000","38"
"12102","12108885000","-38"
"12103","12109885000","40"
"12104","12110885000","46"
"12105","12111885000","42"
"12106","12112885000","-42"
"12107","12113885000","-46"
"12108","12114885000","-46"
"12109","12115885000","-40"
"12110","12116885000","38"
"12111","12117885000","-38"
"12112","12118885000","38"
"12113","12119885000","-40"
"12114","12120885000","-42"
"12115","12121885000","42"
"12116","12122885000","42"
"12117","12123885000","-42"
"12118","12124885000","-40"
"12119","12125885000","38"
"12120","12126885000","-38"
"12121","12127885000","38"
"12122","12128885000","-38"
"12123","12129885000","40"
"12124","12130885000","40"
"12125","12131885000","-38"
"12126","12132885000","38"
"12127","12133885000","-38"
"12128","12134885000","38"
"12129","12135885000","-38"
"12130","12136885000","38"
"12131","12137885000","-40"
"12132","12138885000","-46"
"12133","12139885000","-46"
"12134","12140885000","-40"
"12135","12141885000","40"
"12136","12142885000","-40"
"12137","12143885000","-46"
"12138","12144885000","-40"
"12139","12145885000","38"
"12140","12146885000","-38"
"12141","12147885000","40"
"12142","12148885000","40"
"12143","12149885000","-40"
"12144","12150885000","40"
"12145","12151885000","46"
"12146","12152885000","42"
"12147","12153885000","-42"
"12148","12154885000","-40"
"12149","12155885000","40"
"12150","12156885000","-40"
"12151","12157885000","-46"
"12152","12158885000","-48"
"12153","12159885000","-46"
"12154","12160885000","-42"
"12155","12161885000","42"
"12156","12162885000","46"
"12157","12163885000","46"
"12158","12164885000","42"
"12159","12165885000","-42"
"12160","12166885000","-42"
"12161","12167885000","42"
"12162","12168885000","40"
"12163","12169885000","-38"
"12164","12170885000","38"
"12165","12171885000","-38"
"12166","12172885000","40"
"12167","12173885000","46"
"12168","12174885000","42"
"12169","12175885000","-42"
"12170","12176885000","-40"
"12171","12177885000","40"
"12172","12178885000","-40"
"12173","12179885000","-42"
"12174","12180885000","42"
"12175","12181885000","46"
"12176","12182885000","40"
"12177","12183885000","-38"
"12178","12184885000","38"
"12179","12185885000","-38"
"12180","12186885000","40"
"12181","12187885000","40"
"12182","12188885000","-40"
"12183","12189885000","40"
"12184","12190885000","46"
"12185","12191885000","42"
"12186","12192885000","-42"
"12187","12193885000","-46"
"12188","12194885000","-40"
"12189","12195885000","38"
"12190","12196885000","-38"
"12191","12197885000","38"
"12192","12198885000","-38"
"12193","12199885000","40"
"12194","12200885000","42"
"12195","12201885000","-42"
"12196","12202885000","-40"
"12197","12203885000","38"
"12198","12204885000","-38"
"12199","12205885000","40"
"12200","12206885000","46"
"12201","12207885000","40"
"12202","12208885000","-40"
"12203","12209885000","40"
"12204","12210885000","46"
"12205","12211885000","48"
"12206","12212885000","48"
"12207","12213885000","48"
"12208","12214885000","48"
"12209","12215885000","46"
"12210","12216885000","40"
"12211","12217885000","-40"
"12212","12218885000","40"
"12213","12219885000","42"
"12214","12220885000","-42"
"12215","12221885000","-42"
"12216","12222885000","42"
"12217","12223885000","42"
"12218","12224885000","-42"
"12219","12225885000","-46"
"12220","12226885000","-42"
"12221","12227885000","42"
"12222","12228885000","46"
"12223","12229885000","40"
"12224","12230885000","-38"
"12225","12231885000","38"
"12226","12232885000","-40"
"12227","12233885000","-46"
"12228","12234885000","-46"
"12229","12235885000","-40"
"12230","12236885000","38"
"12231","12237885000","-38"
"12232","12238885000","38"
"12233","12239885000","-40"
"12234","12240885000","-40"
"12235","12241885000","40"
"12236","12242885000","-40"
"12237","12243885000","-46"
"12238","12244885000","-46"
"12239","12245885000","-40"
"12240","12246885000","38"
"12241","12247885000","-38"
"12242","12248885000","38"
"12243","12249885000","-40"
"12244","12250885000","-42"
"12245","12251885000","42"
"12246","12252885000","46"
"12247","12253885000","48"
"12248","12254885000","46"
"12249","12255885000","40"
"12250","12256885000","-38"
"12251","12257885000","38"
"12252","12258885000","-40"
"12253","12259885000","-46"
"12254","12260885000","-48"
"12255","12261885000","-48"
"12256","12262885000","-48"
"12257","12263885000","-48"
"12258","12264885000","-48"
"12259","12265885000","-46"
"12260","12266885000","-42"
"12261","12267885000","42"
"12262","12268885000","42"
"12263","12269885000","-42"
"12264","12270885000","-46"
"12265","12271885000","-46"
"12266","12272885000","-42"
"12267","12273885000","42"
"12268","12274885000","42"
"12269","12275885000","-42"
"12270","12276885000","-46"
"12271","12277885000","-46"
"12272","12278885000","-40"
"12273","12279885000","40"
"12274","12280885000","-40"
"12275","12281885000","-40"
"12276","12282885000","38"
"12277","12283885000","-38"
"12278","12284885000","38"
"12279","12285885000","-38"
"12280","12286885000","40"
"12281","12287885000","46"
"12282","12288885000","48"
"12283","12289885000","48"
"12284","12290885000","46"
"12285","12291885000","40"
"12286","12292885000","-40"
"12287","12293885000","40"
"12288","12294885000","46"
"12289","12295885000","48"
"12290","12296885000","48"
"12291","12297885000","46"
"12292","12298885000","40"
"12293","12299885000","-38"
"12294","12300885000","38"
"12295","12301885000","-40"
"12296","12302885000","-40"
"12297","12303885000","38"
"12298","12304885000","-38"
"12299","12305885000","40"
"12300","12306885000","46"
"12301","12307885000","46"
"12302","12308885000","42"
"12303","12309885000","-42"
"12304","12310885000","-40"
"12305","12311885000","38"
"12306","12312885000","-38"
"12307","12313885000","40"
"12308","12314885000","46"
"12309","12315885000","46"
"12310","12316885000","40"
"12311","12317885000","-40"
"12312","12318885000","40"
"12313","12319885000","42"
"12314","12320885000","-42"
"12315","12321885000","-42"
"12316","12322885000","42"
"12317","12323885000","42"
"12318","12324885000","-42"
"12319","12325885000","-46"
"12320","12326885000","-40"
"12321","12327885000","40"
"12322","12328885000","-40"
"12323","12329885000","-40"
"12324","12330885000","40"
"12325","12331885000","-40"
"12326","12332885000","-42"
"12327","12333885000","42"
"12328","12334885000","40"
"12329","12335885000","-38"
"12330","12336885000","38"
"12331","12337885000","-40"
"12332","12338885000","-42"
"12333","12339885000","42"
"12334","12340885000","46"
"12335","12341885000","42"
"12336","12342885000","-42"
"12337","12343885000","-46"
"12338","12344885000","-42"
"12339","12345885000","42"
"12340","12346885000","40"
"12341","12347885000","-38"
"12342","12348885000","38"
"12343","12349885000","-38"
"12344","12350885000","38"
"12345","12351885000","-40"
"12346","12352885000","-46"
"12347","12353885000","-40"
"12348","12354885000","40"
"12349","12355885000","-40"
"12350","12356885000","-46"
"12351","12357885000","-46"
"12352","12358885000","-42"
"12353","12359885000","42"
"12354","12360885000","46"
"12355","12361885000","48"
"12356","12362885000","48"
"12357","12363885000","46"
"12358","12364885000","42"
"12359","12365885000","-42"
"12360","12366885000","-42"
"12361","12367885000","42"
"12362","12368885000","46"
"12363","12369885000","46"
"12364","12370885000","40"
"12365","12371885000","-40"
"12366","12372885000","40"
"12367","12373885000","40"
"12368","12374885000","-38"
"12369","12375885000","38"
"12370","12376885000","-40"
"12371","12377885000","-40"
"12372","12378885000","38"
"12373","12379885000","-38"
"12374","12380885000","40"
"12375","12381885000","42"
"12376","12382885000","-42"
"12377","12383885000","-46"
"12378","12384885000","-48"
"12379","12385885000","-48"
"12380","12386885000","-46"
"12381","12387885000","-40"
"12382","12388885000","38"
"12383","12389885000","-38"
"12384","12390885000","40"
"12385","12391885000","42"
"12386","12392885000","-42"
"12387","12393885000","-46"
"12388","12394885000","-46"
"12389","12395885000","-40"
"12390","12396885000","38"
"12391","12397885000","-38"
"12392","12398885000","38"
"12393","12399885000","-40"
"12394","12400885000","-42"
"12395","12401885000","42"
"12396","12402885000","42"
"12397","12403885000","-42"
"12398","12404885000","-42"
"12399","12405885000","42"
"12400","12406885000","40"
"12401","12407885000","-38"
"12402","12408885000","38"
"12403","12409885000","-40"
"12404","12410885000","-46"
"12405","12411885000","-42"
"12406","12412885000","42"
"12407","12413885000","40"
"12408","12414885000","-40"
"12409","12415885000","40"
"12410","12416885000","46"
"12411","12417885000","42"
"12412","12418885000","-42"
"12413","12419885000","-40"
"12414","12420885000","38"
"12415","12421885000","-38"
"12416","12422885000","38"
"12417","12423885000","-38"
"12418","12424885000","38"
"12419","12425885000","-40"
"12420","12426885000","-46"
"12421","12427885000","-46"
"12422","12428885000","-42"
"12423","12429885000","42"
"12424","12430885000","46"
"12425","12431885000","40"
"12426","12432885000","-40"
"12427","12433885000","40"
"12428","12434885000","46"
"12429","12435885000","40"
"12430","12436885000","-40"
"12431","12437885000","40"
"12432","12438885000","46"
"12433","12439885000","48"
"12434","12440885000","46"
"12435","12441885000","40"
"12436","12442885000","-38"
"12437","12443885000","38"
"12438","12444885000","-38"
"12439","12445885000","40"
"12440","12446885000","42"
"12441","12447885000","-42"
"12442","12448885000","-42"
"12443","12449885000","42"
"12444","12450885000","46"
"12445","12451885000","40"
"12446","12452885000","-38"
"12447","12453885000","38"
"12448","12454885000","-40"
"12449","12455885000","-46"
"12450","12456885000","-48"
"12451","12457885000","-46"
"12452","12458885000","-40"
"12453","12459885000","40"
"12454","12460885000","-40"
"12455","12461885000","-46"
"12456","12462885000","-48"
"12457","12463885000","-48"
"12458","12464885000","-46"
"12459","12465885000","-40"
"12460","12466885000","38"
"12461","12467885000","-38"
"12462","12468885000","40"
"12463","12469885000","46"
"12464","12470885000","46"
"12465","12471885000","40"
"12466","12472885000","-38"
"12467","12473885000","38"
"12468","12474885000","-40"
"12469","12475885000","-40"
"12470","12476885000","38"
"12471","12477885000","-38"
"12472","12478885000","38"
"12473","12479885000","-40"
"12474","12480885000","-46"
"12475","12481885000","-46"
"12476","12482885000","-40"
"12477","12483885000","40"
"12478","12484885000","-40"
"12479","12485885000","-42"
"12480","12486885000","42"
"12481","12487885000","42"
"12482","12488885000","-42"
"12483","12489885000","-42"
"12484","12490885000","42"
"12485","12491885000","46"
"12486","12492885000","46"
"12487","12493885000","40"
"12488","12494885000","-40"
"12489","12495885000","40"
"12490","12496885000","42"
"12491","12497885000","-42"
"12492","12498885000","-46"
"12493","12499885000","-42"
"12494","12500885000","42"
"12495","12501885000","40"
"12496","12502885000","-40"
"12497","12503885000","40"
"12498","12504885000","46"
"12499","12505885000","46"
"12500","12506885000","42"
"12501","12507885000","-42"
"12502","12508885000","-46"
"12503","12509885000","-42"
"12504","12510885000","42"
"12505","12511885000","42"
"12506","12512885000","-42"
"12507","12513885000","-40"
"12508","12514885000","38"
"12509","12515885000","-38"
"12510","12516885000","38"
"12511","12517885000","-38"
"12512","12518885000","38"
"12513","12519885000","-40"
"12514","12520885000","-46"
"12515","12521885000","-40"
"12516","12522885000","38"
"12517","12523885000","-38"
"12518","12524885000","40"
"12519","12525885000","46"
"12520","12526885000","40"
"12521","12527885000","-40"
"12522","12528885000","40"
"12523","12529885000","42"
"12524","12530885000","-42"
"12525","12531885000","-46"
"12526","12532885000","-48"
"12527","12533885000","-48"
"12528","12534885000","-46"
"12529","12535885000","-40"
"12530","12536885000","38"
"12531","12537885000","-38"
"12532","12538885000","40"
"12533","12539885000","40"
"12534","12540885000","-38"
"12535","12541885000","38"
"12536","12542885000","-40"
"12537","12543885000","-42"
"12538","12544885000","42"
"12539","12545885000","46"
"12540","12546885000","46"
"12541","12547885000","40"
"12542","12548885000","-40"
"12543","12549885000","40"
"12544","12550885000","40"
"12545","12551885000","-38"
"12546","12552885000","38"
"12547","12553885000","-40"
"12548","12554885000","-40"
"12549","12555885000","38"
"12550","12556885000","-38"
"12551","12557885000","40"
"12552","12558885000","40"
"12553","12559885000","-40"
"12554","12560885000","40"
"12555","12561885000","46"
"12556","12562885000","48"
"12557","12563885000","48"
"12558","12564885000","48"
"12559","12565885000","48"
"12560","12566885000","48"
"12561","12567885000","46"
"12562","12568885000","42"
"12563","12569885000","-42"
"12564","12570885000","-46"
"12565","12571885000","-40"
"12566","12572885000","40"
"12567","12573885000","-40"
"12568","12574885000","-46"
"12569","12575885000","-42"
"12570","12576885000","42"
"12571","12577885000","46"
"12572","12578885000","42"
"12573","12579885000","-42"
"12574","12580885000","-46"
"12575","12581885000","-42"
"12576","12582885000","42"
"12577","12583885000","46"
"12578","12584885000","42"
"12579","12585885000","-42"
"12580","12586885000","-46"
"12581","12587885000","-46"
"12582","12588885000","-40"
"12583","12589885000","40"
"12584","12590885000","-40"
"12585","12591885000","-40"
"12586","12592885000","38"
"12587","12593885000","-38"
"12588","12594885000","40"
"12589","12595885000","46"
"12590","12596885000","46"
"12591","12597885000","40"
"12592","12598885000","-38"
"12593","12599885000","38"
"12594","12600885000","-38"
"12595","12601885000","40"
"12596","12602885000","40"
"12597","12603885000","-38"
"12598","12604885000","38"
"12599","12605885000","-38"
"12600","12606885000","40"
"12601","12607885000","40"
"12602","12608885000","-40"
"12603","12609885000","40"
"12604","12610885000","46"
"12605","12611885000","48"
"12606","12612885000","46"
"12607","12613885000","42"
"12608","12614885000","-42"
"12609","12615885000","-40"
"12610","12616885000","38"
"12611","12617885000","-38"
"12612","12618885000","38"
"12613","12619885000","-40"
"12614","12620885000","-42"
"12615","12621885000","42"
"12616","12622885000","40"
"12617","12623885000","-38"
"12618","12624885000","38"
"12619","12625885000","-38"
"12620","12626885000","38"
"12621","12627885000","-40"
"12622","12628885000","-46"
"12623","12629885000","-40"
"12624","12630885000","40"
"12625","12631885000","-40"
"12626","12632885000","-46"
"12627","12633885000","-46"
"12628","12634885000","-42"
"12629","12635885000","42"
"12630","12636885000","46"
"12631","12637885000","48"
"12632","12638885000","48"
"12633","12639885000","48"
"12634","12640885000","46"
"12635","12641885000","42"
"12636","12642885000","-42"
"12637","12643885000","-46"
"12638","12644885000","-40"
"12639","12645885000","40"
"12640","12646885000","-40"
"12641","12647885000","-46"
"12642","12648885000","-46"
"12643","12649885000","-42"
"12644","12650885000","42"
"12645","12651885000","42"
"12646","12652885000","-42"
"12647","12653885000","-46"
"12648","12654885000","-46"
"12649","12655885000","-42"
"12650","12656885000","42"
"12651","12657885000","42"
"12652","12658885000","-42"
"12653","12659885000","-40"
"12654","12660885000","40"
"12655","12661885000","-40"
"12656","12662885000","-40"
"12657","12663885000","40"
"12658","12664885000","-40"
"12659","12665885000","-42"
"12660","12666885000","42"
"12661","12667885000","40"
"12662","12668885000","-40"
"12663","12669885000","40"
"12664","12670885000","46"
"12665","12671885000","40"
"12666","12672885000","-40"
"12667","12673885000","40"
"12668","12674885000","40"
"12669","12675885000","-40"
"12670","12676885000","40"
"12671","12677885000","42"
"12672","12678885000","-42"
"12673","12679885000","-46"
"12674","12680885000","-48"
"12675","12681885000","-46"
"12676","12682885000","-42"
"12677","12683885000","42"
"12678","12684885000","46"
"12679","12685885000","46"
"12680","12686885000","40"
"12681","12687885000","-40"
"12682","12688885000","40"
"12683","12689885000","46"
"12684","12690885000","48"
"12685","12691885000","48"
"12686","12692885000","48"
"12687","12693885000","46"
"12688","12694885000","40"
"12689","12695885000","-38"
"12690","12696885000","38"
"12691","12697885000","-38"
"12692","12698885000","40"
"12693","12699885000","40"
"12694","12700885000","-40"
"12695","12701885000","40"
"12696","12702885000","42"
"12697","12703885000","-42"
"12698","12704885000","-46"
"12699","12705885000","-48"
"12700","12706885000","-48"
"12701","12707885000","-46"
"12702","12708885000","-42"
"12703","12709885000","42"
"12704","12710885000","40"
"12705","12711885000","-38"
"12706","12712885000","38"
"12707","12713885000","-38"
"12708","12714885000","38"
"12709","12715885000","-40"
"12710","12716885000","-46"
"12711","12717885000","-40"
"12712","12718885000","40"
"12713","12719885000","-40"
"12714","12720885000","-40"
"12715","12721885000","38"
"12716","12722885000","-38"
"12717","12723885000","40"
"12718","12724885000","42"
"12719","12725885000","-42"
"12720","12726885000","-46"
"12721","12727885000","-48"
"12722","12728885000","-46"
"12723","12729885000","-40"
"12724","12730885000","38"
"12725","12731885000","-38"
"12726","12732885000","38"
"12727","12733885000","-40"
"12728","12734885000","-42"
"12729","12735885000","42"
"12730","12736885000","46"
"12731","12737885000","40"
"12732","12738885000","-40"
"12733","12739885000","40"
"12734","12740885000","46"
"12735","12741885000","48"
"12736","12742885000","48"
"12737","12743885000","48"
"12738","12744885000","46"
"12739","12745885000","42"
"12740","12746885000","-42"
"12741","12747885000","-46"
"12742","12748885000","-40"
"12743","12749885000","40"
"12744","12750885000","-40"
"12745","12751885000","-42"
"12746","12752885000","42"
"12747","12753885000","40"
"12748","12754885000","-38"
"12749","12755885000","38"
"12750","12756885000","-38"
"12751","12757885000","38"
"12752","12758885000","-40"
"12753","12759885000","-40"
"12754","12760885000","40"
"12755","12761885000","-40"
"12756","12762885000","-46"
"12757","12763885000","-46"
"12758","12764885000","-40"
"12759","12765885000","40"
"12760","12766885000","-40"
"12761","12767885000","-46"
"12762","12768885000","-46"
"12763","12769885000","-40"
"12764","12770885000","38"
"12765","12771885000","-38"
"12766","12772885000","38"
"12767","12773885000","-38"
"12768","12774885000","40"
"12769","12775885000","46"
"12770","12776885000","42"
"12771","12777885000","-42"
"12772","12778885000","-46"
"12773","12779885000","-46"
"12774","12780885000","-40"
"12775","12781885000","38"
"12776","12782885000","-38"
"12777","12783885000","38"
"12778","12784885000","-38"
